aX,aY,aZ,gX,gY,gZ
0.244,0.649,0.478,-44.678,-2.563,1.831
0.156,0.774,0.348,-48.218,-9.094,6.287
0.022,0.942,0.313,-70.679,-8.789,4.578
-0.024,1.016,0.320,-73.547,-10.132,5.676
-0.032,1.000,0.353,-52.185,-13.550,7.751
-0.026,0.868,0.345,-28.015,-15.503,9.216
-0.037,0.721,0.398,-11.047,-17.151,10.315
-0.109,0.716,0.401,-2.258,-20.264,9.216
-0.179,0.916,0.267,-11.230,-19.775,8.728
-0.191,1.216,0.050,-30.945,-13.062,10.376
-0.122,1.425,-0.052,-37.842,-2.747,9.033
0.005,1.357,0.062,-18.799,3.479,6.714
0.124,1.084,0.187,14.709,3.235,10.071
0.137,0.804,0.280,37.170,-3.601,12.390
0.032,0.721,0.343,35.034,-8.484,7.690
-0.034,0.761,0.335,15.015,-6.287,2.014
-0.030,0.799,0.320,-0.122,-1.404,0.183
-0.002,0.883,0.254,-4.700,4.272,1.587
0.036,0.960,0.230,-8.057,6.165,2.136
0.045,0.964,0.243,-4.822,4.456,1.160
0.027,0.910,0.262,-0.854,2.380,0.122
0.013,0.900,0.250,2.380,0.671,0.061
0.016,0.939,0.244,3.845,0.061,-0.854
0.022,0.983,0.231,4.944,-0.793,-1.465
0.019,0.947,0.220,8.118,-1.526,-1.526
0.007,0.899,0.216,8.850,-1.709,-1.648
0.011,0.898,0.234,4.395,-0.061,-1.709
0.024,0.909,0.231,-1.099,0.977,-1.465
0.027,0.908,0.229,-2.991,1.953,-0.916
0.023,0.923,0.242,-0.427,2.258,-0.610
0.019,0.943,0.232,0.610,1.892,-0.488
0.025,0.935,0.227,0.427,1.160,-1.282
0.022,0.913,0.255,3.845,0.671,-1.587
0.013,0.914,0.259,7.751,0.000,-1.282
0.004,0.921,0.240,5.310,-0.488,-1.282
-0.002,0.932,0.240,-1.160,-0.244,-1.648
0.000,0.933,0.255,-1.526,0.427,-2.747
0.009,0.920,0.262,0.916,0.916,-2.686
0.012,0.932,0.246,-0.916,0.916,-2.686
0.013,0.937,0.249,-1.404,1.404,-2.991
0.020,0.929,0.264,0.244,1.892,-2.808
0.020,0.933,0.260,2.563,1.038,-2.502
0.007,0.945,0.239,1.831,0.549,-1.953
0.008,0.951,0.242,-0.977,0.244,-2.625
0.011,0.930,0.258,1.404,0.122,-2.380
0.004,0.926,0.260,3.296,0.549,-1.221
0.006,0.952,0.256,0.366,0.916,-0.977
0.011,0.946,0.248,-2.563,1.221,-0.793
0.007,0.921,0.253,-0.122,1.221,-0.427
0.009,0.934,0.251,3.296,1.221,0.061
0.011,0.944,0.247,1.587,1.404,0.427
0.011,0.934,0.256,0.977,1.709,-0.183
0.010,0.931,0.251,3.174,1.831,0.122
0.008,0.933,0.249,2.319,1.648,0.183
0.005,0.927,0.252,1.770,1.282,-0.366
0.016,0.913,0.269,1.709,0.854,-1.282
0.021,0.908,0.272,2.258,0.305,-1.221
0.016,0.914,0.270,0.916,0.488,-0.427
0.015,0.929,0.260,-0.916,0.305,-0.061
0.015,0.938,0.261,-1.343,0.244,-0.061
0.046,1.017,0.316,-22.156,5.737,2.563
0.054,0.979,0.296,-34.424,7.568,1.038
0.073,0.911,0.264,-51.086,6.348,-0.183
0.098,0.880,0.276,-51.208,4.883,-1.526
0.127,0.849,0.284,-53.589,1.587,0.793
0.129,0.821,0.341,-54.626,-0.671,3.174
0.107,0.867,0.375,-46.814,-2.808,3.113
0.077,0.943,0.291,-41.687,-4.761,4.150
0.050,0.920,0.335,-31.189,-5.310,7.629
0.000,0.867,0.375,-5.249,-6.348,12.329
-0.028,0.863,0.305,1.953,-7.019,14.832
-0.027,0.841,0.283,-7.019,-5.249,13.672
-0.066,0.862,0.281,-4.333,-3.235,12.573
-0.088,0.931,0.262,-8.118,-1.587,9.644
-0.033,0.976,0.270,-13.489,-1.648,4.700
0.010,0.960,0.287,-6.348,-4.089,2.930
-0.024,0.963,0.251,5.310,-6.470,3.296
-0.052,1.028,0.213,6.165,-3.845,5.249
0.011,1.066,0.196,-0.977,-1.648,6.287
0.085,0.980,0.247,2.502,-2.319,5.554
0.081,0.879,0.314,13.123,-5.859,5.493
0.037,0.871,0.299,11.719,-8.362,4.211
0.003,0.883,0.295,1.038,-7.019,1.831
-0.019,0.918,0.273,-4.150,-4.150,1.465
-0.004,0.951,0.273,-8.362,-2.136,1.404
0.022,0.921,0.276,-4.639,-1.343,1.465
0.020,0.899,0.278,0.916,-1.038,1.709
0.021,0.915,0.256,2.075,0.610,1.709
0.021,0.915,0.259,-0.061,1.099,0.488
0.019,0.938,0.245,4.456,2.441,0.183
0.039,0.953,0.239,2.747,2.991,0.366
0.046,0.933,0.252,1.709,1.343,0.732
0.022,0.911,0.251,5.432,0.732,1.221
0.013,0.898,0.252,6.042,0.610,1.160
0.026,0.872,0.271,4.578,0.366,0.122
0.031,0.888,0.273,1.587,0.000,0.183
0.022,0.917,0.246,0.366,0.671,0.610
0.015,0.937,0.223,-0.427,1.282,0.610
0.015,0.936,0.228,-2.014,1.221,0.000
0.009,0.936,0.235,-1.099,1.892,-0.122
0.009,0.919,0.252,-0.610,2.380,-0.122
0.004,0.923,0.251,0.977,2.563,-0.610
0.003,0.912,0.259,-0.244,2.014,-1.343
0.006,0.903,0.280,2.136,0.977,-1.892
0.016,0.915,0.283,2.869,1.038,-1.404
0.013,0.922,0.282,1.038,1.038,-0.854
0.010,0.920,0.269,0.183,0.671,-0.732
0.009,0.922,0.263,-1.099,0.366,-0.549
0.015,0.927,0.264,-1.465,1.587,-0.488
0.020,0.918,0.275,-1.526,2.014,-0.488
0.013,0.926,0.263,-0.366,2.808,-0.488
0.013,0.927,0.274,-1.221,2.502,-0.549
0.010,0.925,0.278,2.075,1.587,-0.305
0.007,0.933,0.287,4.028,1.160,-0.305
0.005,0.926,0.277,4.089,1.099,-0.427
0.005,0.919,0.278,1.404,0.427,-0.366
0.010,0.920,0.285,-0.244,0.305,-0.549
0.013,0.927,0.276,-0.732,0.183,-0.488
0.020,0.926,0.271,-2.563,0.977,0.000
0.025,0.924,0.279,-2.441,1.038,-0.793
0.024,0.948,0.277,0.549,1.404,-0.793
0.028,0.955,0.271,0.732,1.587,-0.793
0.026,0.938,0.270,0.732,0.671,-1.526
0.018,0.935,0.264,1.465,0.549,-0.732
0.032,0.921,0.289,-29.785,5.493,2.319
0.031,0.935,0.286,-45.898,6.836,0.488
0.043,0.959,0.186,-68.848,10.315,-0.854
0.086,0.915,0.215,-84.045,14.221,-2.869
0.128,0.821,0.352,-67.261,11.536,-3.052
0.184,0.812,0.353,-44.678,4.272,0.549
0.210,0.835,0.405,-33.081,-1.465,5.005
0.140,0.853,0.382,-25.757,-7.751,7.996
0.032,0.873,0.354,-27.161,-11.841,11.963
-0.047,0.911,0.295,-29.968,-13.733,15.259
-0.092,0.902,0.322,-33.691,-15.686,15.564
-0.085,0.883,0.426,-26.367,-13.123,14.038
-0.071,0.885,0.472,-13.306,-15.503,13.428
-0.081,0.938,0.336,-1.343,-19.165,14.709
-0.116,1.087,0.095,-8.850,-18.066,15.869
-0.133,1.191,0.035,-18.433,-12.695,12.939
-0.098,1.115,0.157,-12.329,-8.179,9.766
-0.011,0.980,0.232,12.085,-3.052,9.644
0.064,0.872,0.273,23.865,-2.075,9.644
0.068,0.822,0.326,20.691,-4.395,7.446
0.023,0.813,0.324,10.376,-5.737,3.479
-0.000,0.860,0.327,3.296,-6.287,0.549
0.005,0.898,0.305,5.310,-4.761,0.366
0.008,0.941,0.263,5.371,-2.502,1.831
0.003,0.986,0.214,-2.502,-2.258,2.075
0.001,0.949,0.227,-6.958,-2.869,-0.122
-0.009,0.899,0.220,-1.526,-1.221,-0.610
-0.003,0.911,0.227,2.197,1.465,0.366
0.013,0.929,0.193,4.089,3.418,0.305
0.023,0.923,0.202,4.639,3.845,-0.427
0.024,0.922,0.231,7.935,3.174,-1.709
0.023,0.925,0.259,11.353,1.099,-1.770
0.018,0.909,0.277,12.817,0.732,-0.732
0.002,0.903,0.249,10.193,0.061,-0.427
0.010,0.903,0.251,2.136,0.366,-1.038
0.015,0.888,0.262,-0.610,1.221,-1.648
0.009,0.896,0.240,-2.197,1.770,0.122
0.008,0.922,0.243,-5.493,2.502,0.122
0.010,0.929,0.238,-4.333,2.441,-0.610
0.001,0.935,0.250,-0.061,1.892,-1.038
-0.006,0.942,0.247,2.380,1.831,-1.953
0.001,0.923,0.252,2.380,1.587,-3.052
0.003,0.908,0.275,4.089,1.038,-3.052
0.008,0.909,0.277,1.709,0.854,-2.502
0.004,0.902,0.278,-1.038,0.732,-2.502
-0.001,0.920,0.274,-2.563,1.038,-1.770
0.003,0.937,0.273,-2.625,1.282,-1.526
0.000,0.943,0.280,-1.343,1.587,-1.282
-0.001,0.957,0.256,-1.587,2.014,-1.221
0.002,0.948,0.245,-2.563,2.441,-1.831
0.004,0.929,0.259,0.305,2.625,-1.465
0.005,0.931,0.262,2.930,1.892,-0.610
-0.001,0.923,0.269,3.235,1.587,-0.366
-0.008,0.927,0.274,3.357,1.648,-0.793
0.001,0.932,0.289,1.770,1.404,-1.099
0.002,0.932,0.287,1.160,1.221,-0.732
-0.007,0.928,0.285,0.977,1.038,-0.427
-0.006,0.938,0.276,0.244,0.732,-0.305
-0.001,0.935,0.262,-1.038,1.282,-0.732
0.004,0.945,0.253,-2.441,1.404,-1.099
0.007,0.950,0.254,-0.610,1.526,-0.671
0.008,0.938,0.250,1.282,1.770,0.000
0.008,0.921,0.260,2.319,1.282,-0.244
0.012,0.917,0.273,3.296,1.343,-0.061
