aX,aY,aZ,gX,gY,gZ
0.047,0.934,0.244,1.465,2.441,-1.221
0.045,0.921,0.261,3.174,1.831,-0.916
0.044,0.901,0.269,4.089,0.916,0.000
0.033,0.883,0.272,2.136,0.549,-0.061
0.027,0.882,0.288,-2.441,1.770,-0.488
0.024,0.905,0.274,-3.662,3.174,-0.977
0.029,0.926,0.256,-4.944,4.517,-1.526
0.039,0.920,0.265,-3.723,5.066,-1.953
0.047,0.910,0.274,-1.709,3.723,-2.075
0.052,0.901,0.285,-0.305,2.563,-1.953
0.051,0.892,0.302,0.732,1.343,-1.892
0.053,0.896,0.310,0.916,-0.610,-1.831
0.045,0.915,0.298,0.549,-1.770,-1.099
0.030,0.932,0.299,-0.366,-1.648,-0.366
0.031,0.934,0.302,-0.977,-0.732,-0.427
0.032,0.938,0.271,-0.427,0.977,-0.732
0.041,0.934,0.254,-4.944,2.625,-0.916
0.043,0.926,0.256,-5.249,3.540,-0.732
0.046,0.925,0.271,-2.441,3.479,-0.732
0.054,0.910,0.284,-0.793,2.747,-1.648
0.050,0.907,0.289,-1.038,1.648,-2.441
0.042,0.924,0.306,-0.671,0.793,-2.380
0.038,0.935,0.303,1.526,0.610,-2.319
0.038,0.929,0.292,2.136,0.854,-2.441
0.039,0.923,0.282,1.038,0.854,-2.075
0.040,0.939,0.291,-0.549,1.404,-1.526
0.044,0.938,0.275,-2.869,1.831,-1.404
0.049,0.931,0.269,-1.648,1.892,-1.160
0.051,0.933,0.277,0.122,2.197,-0.549
0.053,0.933,0.288,1.038,1.587,-0.244
0.081,0.937,0.305,-29.236,0.183,0.305
0.094,0.909,0.194,-45.898,1.770,0.366
0.107,0.840,0.234,-64.026,2.563,1.343
0.120,0.846,0.321,-67.566,3.113,2.808
0.149,0.876,0.339,-55.786,1.404,4.456
0.153,0.857,0.355,-46.265,-4.211,5.188
0.111,0.879,0.318,-36.133,-7.629,6.897
0.074,0.913,0.317,-33.203,-10.315,9.399
0.031,0.894,0.366,-16.357,-11.902,13.123
-0.044,0.866,0.376,1.099,-12.573,18.494
-0.120,0.871,0.297,-1.160,-10.132,18.982
-0.128,0.874,0.266,-13.855,-3.174,13.977
-0.061,0.920,0.345,-11.719,-0.427,8.972
-0.003,1.032,0.291,-11.475,-4.822,7.568
-0.002,1.035,0.260,-14.099,-6.958,7.690
-0.032,0.986,0.259,-2.319,-6.653,6.775
-0.003,0.976,0.249,3.174,-5.859,7.019
0.073,0.978,0.247,-5.798,-5.188,5.554
0.088,0.896,0.311,-0.671,-3.174,3.662
0.045,0.870,0.328,15.137,-3.296,2.991
0.037,0.902,0.330,11.902,-2.014,2.075
0.056,0.901,0.325,2.319,-1.160,0.671
0.061,0.882,0.321,-0.671,0.122,1.160
0.051,0.902,0.330,3.540,1.038,3.174
0.034,0.929,0.286,3.784,1.343,4.639
0.029,0.936,0.261,-3.052,0.366,2.869
0.029,0.946,0.260,-4.700,-0.305,0.793
0.027,0.950,0.237,-3.601,0.427,0.793
0.040,0.939,0.224,-1.709,1.892,0.549
0.048,0.924,0.210,2.563,3.174,0.854
0.051,0.905,0.224,7.568,3.540,0.977
0.059,0.884,0.260,10.315,2.747,0.305
0.067,0.877,0.275,9.094,2.625,-0.732
0.068,0.896,0.284,7.019,1.892,-0.732
0.056,0.924,0.274,5.981,0.610,-0.366
0.047,0.920,0.272,3.967,-0.061,-0.061
0.034,0.904,0.267,2.197,0.244,0.000
0.037,0.909,0.260,-1.099,1.343,-0.122
0.041,0.910,0.270,-5.371,2.686,-0.488
0.034,0.900,0.282,-2.319,3.418,-1.221
0.034,0.896,0.270,0.916,3.174,-1.343
0.044,0.915,0.275,1.282,2.197,-1.404
0.043,0.920,0.285,1.160,1.526,-1.831
0.033,0.908,0.292,3.052,1.221,-2.014
0.026,0.914,0.302,4.822,0.854,-1.831
0.035,0.933,0.278,0.610,1.160,-1.892
0.037,0.909,0.278,-3.845,1.465,-2.380
0.033,0.897,0.286,-1.282,2.014,-1.770
0.035,0.922,0.276,-0.793,2.258,-1.404
0.039,0.925,0.271,-1.892,2.502,-1.404
0.034,0.923,0.279,-2.502,1.709,-1.465
0.036,0.932,0.280,-2.136,0.916,-1.404
0.032,0.923,0.287,-0.488,0.183,-1.526
0.027,0.918,0.294,1.892,-0.061,-0.977
0.029,0.927,0.288,0.977,0.427,-0.732
0.033,0.931,0.280,-1.648,0.916,-0.366
0.031,0.933,0.275,-1.099,1.709,-0.610
0.033,0.928,0.274,0.183,2.197,-0.671
0.042,0.929,0.274,-0.122,1.831,-1.221
0.047,0.927,0.280,-0.732,1.587,-1.709
0.044,0.928,0.285,-0.732,1.587,-1.465
0.045,0.923,0.291,0.488,1.343,-1.709
0.044,0.924,0.296,1.770,1.099,-1.526
0.042,0.927,0.303,2.075,1.160,-0.916
0.071,0.947,0.390,-26.123,-0.793,0.854
0.061,0.941,0.282,-38.635,-0.183,0.732
0.070,0.900,0.182,-60.425,1.770,1.831
0.083,0.880,0.284,-68.054,6.348,2.808
0.096,0.881,0.350,-58.105,8.240,3.723
0.120,0.885,0.323,-52.551,5.249,5.127
0.117,0.883,0.335,-43.823,2.686,5.371
0.083,0.886,0.309,-29.541,-0.732,6.226
0.060,0.874,0.337,-21.301,-5.066,9.583
0.026,0.882,0.339,-11.108,-8.972,14.099
-0.065,0.873,0.305,0.916,-10.193,15.686
-0.120,0.847,0.334,2.686,-7.385,12.817
-0.124,0.940,0.337,-5.371,-7.385,7.629
-0.051,1.138,0.220,-29.907,-6.592,2.930
0.033,1.127,0.188,-41.870,-5.188,-0.488
0.059,0.944,0.270,-13.611,-4.456,2.563
0.053,0.854,0.313,17.517,-2.991,10.315
0.060,0.882,0.290,18.555,-0.977,12.207
0.076,0.913,0.315,2.319,-1.770,7.263
0.070,0.927,0.357,-2.014,-5.859,0.977
0.046,0.929,0.353,10.498,-7.202,0.610
0.010,0.912,0.313,20.264,-4.272,4.944
-0.012,0.945,0.286,13.672,-2.075,6.897
0.004,0.960,0.234,-1.709,-0.977,4.272
0.002,0.877,0.248,-8.484,0.183,1.282
0.001,0.875,0.259,-3.235,3.296,0.977
0.034,0.923,0.226,-4.883,5.310,1.343
0.059,0.933,0.203,-4.578,6.226,1.038
0.053,0.919,0.216,1.221,5.249,0.488
0.041,0.901,0.233,6.897,3.723,-0.122
0.047,0.893,0.260,7.751,2.441,-0.793
0.049,0.904,0.274,5.737,1.831,-0.427
0.040,0.925,0.271,5.249,1.160,0.122
0.038,0.913,0.274,3.906,0.366,0.366
0.033,0.889,0.278,2.686,-0.122,-0.427
0.031,0.886,0.277,0.671,1.099,-1.038
0.029,0.911,0.256,-3.418,2.625,-0.732
0.035,0.938,0.259,-7.690,4.150,-1.221
0.038,0.932,0.271,-5.066,4.578,-1.160
0.035,0.909,0.264,-0.366,3.296,-0.977
0.032,0.911,0.274,2.136,2.625,-0.977
0.034,0.903,0.282,2.747,1.770,-1.587
0.035,0.902,0.294,3.418,0.366,-1.770
0.027,0.910,0.294,1.404,-0.305,-1.587
0.026,0.910,0.290,-0.977,-0.061,-1.953
0.022,0.919,0.287,-0.916,-0.122,-2.441
0.032,0.944,0.281,-2.747,0.732,-3.418
0.039,0.937,0.270,-3.601,1.404,-3.784
0.035,0.933,0.249,-4.211,2.991,-3.174
0.041,0.930,0.252,-5.737,4.028,-2.747
0.042,0.928,0.255,-3.601,3.601,-2.014
0.040,0.937,0.261,-1.587,2.563,-1.404
0.036,0.929,0.281,0.305,1.526,-1.465
0.034,0.917,0.296,1.099,0.549,-1.526
0.035,0.912,0.310,1.343,-0.427,-1.160
0.029,0.917,0.301,1.587,-1.038,-0.671
0.015,0.922,0.284,0.732,-1.160,-0.732
0.017,0.934,0.289,-0.916,0.061,-1.709
0.025,0.943,0.265,-1.587,1.465,-2.380
0.040,0.932,0.264,-3.479,2.197,-2.075
0.038,0.929,0.263,-2.075,2.319,-1.587
0.040,0.942,0.259,-1.770,1.831,-1.099
0.039,0.930,0.271,-1.648,1.038,-1.099
0.035,0.925,0.280,0.610,0.366,-0.916
0.057,0.942,0.274,-52.490,-0.793,4.150
0.069,0.928,0.251,-66.162,-1.953,2.808
0.070,0.901,0.254,-74.402,-1.587,0.305
0.072,0.920,0.185,-78.613,1.526,-2.502
0.119,0.917,0.224,-74.036,5.676,-3.906
0.177,0.822,0.418,-34.180,0.610,-3.418
0.194,0.794,0.445,-1.526,-8.728,2.258
0.153,0.803,0.381,-12.756,-12.146,6.775
0.052,0.839,0.380,-25.269,-13.977,6.653
-0.026,0.889,0.349,-19.348,-13.855,9.033
-0.037,0.886,0.366,-14.099,-12.451,13.489
-0.076,0.862,0.316,-11.658,-13.672,14.221
-0.120,0.846,0.363,-17.090,-10.498,7.996
-0.125,0.916,0.377,-18.860,-7.874,2.319
-0.088,1.080,0.244,-21.362,-5.371,1.770
-0.036,1.194,0.115,-20.020,-1.465,3.784
-0.005,1.186,0.112,-7.141,0.549,5.676
0.021,1.090,0.124,10.498,1.709,6.592
0.060,0.953,0.193,23.193,3.418,7.446
0.087,0.841,0.299,28.809,1.038,6.714
0.071,0.833,0.313,25.696,-2.502,5.188
0.037,0.849,0.310,11.414,-3.296,3.418
0.013,0.868,0.302,4.395,-2.319,1.648
0.019,0.883,0.288,2.441,-1.160,2.441
0.032,0.935,0.270,-0.244,0.061,3.845
0.048,0.946,0.252,-2.563,0.977,3.357
0.044,0.907,0.255,-1.404,0.488,2.441
0.025,0.927,0.250,-0.854,1.648,2.136
0.030,0.953,0.228,-8.118,3.296,1.465
0.035,0.944,0.213,-6.714,3.540,1.099
0.027,0.924,0.226,3.418,3.906,1.709
0.032,0.918,0.247,9.094,3.784,1.892
0.051,0.903,0.262,8.728,3.113,-0.061
0.054,0.879,0.284,6.775,2.014,-0.916
0.050,0.883,0.298,6.470,1.160,-0.732
0.045,0.903,0.290,3.235,0.061,-0.305
0.033,0.913,0.276,-1.343,0.061,0.000
0.027,0.928,0.274,-2.563,0.916,-0.427
0.032,0.925,0.271,-2.563,0.916,0.366
0.023,0.936,0.250,-1.892,1.587,0.671
0.024,0.948,0.254,-3.601,2.319,-0.366
0.021,0.934,0.255,-1.526,2.075,-1.160
0.026,0.901,0.272,1.770,1.343,-2.258
0.034,0.882,0.300,4.700,0.366,-3.235
0.038,0.887,0.317,4.944,-0.793,-3.601
0.036,0.911,0.321,3.784,-1.709,-3.967
0.026,0.943,0.290,1.343,-2.014,-3.052
0.018,0.937,0.272,-1.465,-1.282,-2.563
0.022,0.929,0.276,-1.465,-0.793,-2.625
0.031,0.941,0.252,-0.549,0.488,-2.380
0.034,0.929,0.265,-0.671,1.160,-2.380
0.032,0.917,0.254,2.197,0.793,-2.075
0.028,0.919,0.250,3.357,-0.122,-1.831
0.032,0.926,0.265,3.113,-0.305,-2.197
0.028,0.934,0.277,3.845,-0.671,-2.319
0.022,0.943,0.270,3.479,-0.305,-1.892
0.026,0.922,0.277,1.953,-0.305,-1.709
0.024,0.908,0.278,2.197,-0.305,-1.587
0.027,0.917,0.276,-0.305,-0.061,-1.343
0.032,0.926,0.273,-1.892,-0.122,-1.648
0.032,0.930,0.274,-2.380,0.671,-1.221
0.034,0.946,0.265,-1.343,0.549,-1.038
0.036,0.936,0.265,-0.549,0.549,-0.854
0.029,0.931,0.265,-0.061,0.916,-0.732
0.016,1.037,0.295,-26.550,1.526,6.165
0.009,1.027,0.194,-51.758,7.507,4.211
0.023,0.966,0.125,-79.529,13.977,2.136
0.066,0.911,0.159,-92.957,19.043,-1.221
0.130,0.824,0.337,-72.571,16.357,-4.700
0.196,0.802,0.420,-37.964,5.249,-2.563
0.238,0.789,0.374,-20.203,-3.845,3.235
0.168,0.778,0.383,-18.250,-8.728,7.874
0.058,0.809,0.420,-20.325,-11.963,9.827
0.006,0.825,0.429,-17.090,-14.465,12.756
-0.052,0.866,0.367,-10.376,-14.526,19.714
-0.133,0.927,0.244,-14.465,-11.353,21.973
-0.140,0.879,0.286,-21.729,-4.028,13.794
-0.122,0.885,0.339,-11.780,-4.517,5.676
-0.128,1.062,0.272,-12.268,-4.517,2.625
-0.053,1.256,0.111,-22.217,1.648,2.869
0.054,1.214,0.110,-15.320,3.662,6.348
0.085,1.048,0.177,16.235,-0.671,10.559
0.055,0.856,0.275,42.847,-3.540,11.292
0.042,0.762,0.331,40.649,-5.493,8.606
0.049,0.800,0.349,18.066,-5.920,6.165
0.031,0.881,0.318,-0.732,-5.005,5.005
0.002,0.934,0.303,-5.859,-2.136,6.836
-0.003,0.955,0.318,-0.366,1.099,7.996
0.003,0.955,0.269,3.418,1.587,6.531
0.022,0.944,0.222,-4.150,1.709,3.601
0.032,0.910,0.232,-7.629,1.160,0.977
0.018,0.903,0.240,1.831,2.747,3.662
0.018,0.934,0.241,6.226,3.662,5.676
0.025,0.922,0.241,4.700,1.709,4.517
0.015,0.895,0.267,5.127,-0.366,1.831
0.010,0.880,0.294,7.690,-0.854,-0.549
0.019,0.876,0.307,9.155,0.122,-0.549
0.022,0.897,0.289,6.592,1.038,0.122
0.014,0.927,0.256,-0.549,0.793,0.427
0.021,0.928,0.265,-6.348,0.488,-0.610
0.025,0.906,0.276,-2.441,0.549,-1.343
0.021,0.912,0.257,0.427,1.526,-0.183
0.024,0.921,0.259,-2.563,1.831,0.244
0.020,0.914,0.269,-0.916,1.465,-0.122
0.009,0.909,0.276,2.930,0.549,-0.305
0.012,0.917,0.277,4.456,0.000,-1.221
0.014,0.907,0.284,2.686,-0.671,-2.197
0.004,0.909,0.282,2.075,-0.916,-3.113
0.007,0.915,0.274,0.244,0.183,-3.235
0.016,0.910,0.276,0.122,0.793,-3.418
0.026,0.918,0.275,-0.671,0.977,-3.174
0.030,0.923,0.279,-1.892,0.549,-2.991
0.026,0.922,0.278,-1.709,0.305,-2.563
0.019,0.924,0.269,-2.014,0.061,-1.892
0.014,0.936,0.273,-2.075,-0.061,-1.526
0.007,0.939,0.277,-0.305,0.427,-1.282
0.005,0.920,0.285,2.380,0.732,-1.404
0.002,0.912,0.282,4.456,0.427,-1.831
0.002,0.927,0.287,3.845,1.160,-1.770
0.014,0.938,0.282,1.282,1.343,-2.502
0.014,0.920,0.283,0.366,1.465,-2.380
0.014,0.919,0.273,-0.854,1.099,-1.831
0.017,0.922,0.276,-2.258,0.977,-1.465
0.017,0.932,0.279,-1.709,1.099,-1.282
0.016,0.937,0.274,-1.404,0.732,-0.793
0.013,0.931,0.279,-0.061,0.488,-0.793
0.009,0.931,0.280,1.526,0.427,-0.916
0.010,0.925,0.288,2.258,0.732,-0.671
0.040,0.947,0.258,-33.691,4.333,4.456
0.043,0.889,0.273,-52.490,7.935,2.258
0.065,0.888,0.237,-70.496,9.216,0.000
0.086,0.893,0.225,-86.121,10.193,-1.221
0.110,0.910,0.280,-86.487,10.315,-2.136
0.148,0.908,0.302,-66.040,5.859,-1.404
0.167,0.841,0.392,-37.109,-1.099,2.563
0.126,0.857,0.406,-15.198,-7.996,7.690
0.066,0.863,0.374,-14.771,-11.780,11.414
0.028,0.818,0.417,-12.939,-15.808,12.756
-0.041,0.793,0.432,-1.587,-18.127,16.602
-0.140,0.806,0.336,-6.287,-14.648,18.921
-0.131,0.863,0.292,-17.334,-7.202,12.207
-0.055,0.953,0.282,-19.470,-7.324,4.089
-0.046,1.106,0.272,-22.034,-11.475,0.854
-0.071,1.206,0.179,-18.066,-10.925,0.549
-0.018,1.151,0.152,-10.315,-7.263,1.465
0.060,1.023,0.156,7.446,-3.235,4.150
0.063,0.840,0.263,20.325,-3.052,4.639
0.026,0.758,0.288,26.917,-1.648,2.747
0.038,0.825,0.283,10.742,0.977,0.732
0.057,0.901,0.268,-6.531,2.747,-1.465
0.050,0.955,0.266,-10.010,0.793,-1.221
0.032,0.984,0.253,-3.540,-0.916,1.221
0.023,0.970,0.261,-0.732,-2.502,2.197
0.019,0.931,0.267,0.427,-3.479,1.953
0.003,0.894,0.271,1.160,-3.296,2.075
-0.010,0.910,0.234,1.709,-1.038,2.136
0.004,0.941,0.233,-1.953,2.014,0.854
0.028,0.939,0.222,-2.686,3.662,0.427
0.029,0.926,0.221,-0.122,3.906,0.977
0.029,0.934,0.244,3.479,3.967,1.160
0.033,0.946,0.238,3.174,3.601,0.427
0.039,0.912,0.253,2.991,2.747,-0.916
0.036,0.883,0.273,6.836,1.587,-0.549
0.035,0.892,0.268,6.836,1.038,0.183
0.032,0.896,0.266,1.831,0.977,-0.244
0.026,0.901,0.274,-0.122,0.916,-1.160
0.025,0.914,0.277,-0.488,1.282,-1.221
0.027,0.941,0.260,-3.296,2.075,-1.282
0.032,0.953,0.243,-7.874,1.953,-1.038
0.025,0.935,0.246,-5.920,1.709,-0.916
0.031,0.923,0.259,-0.061,1.770,-0.977
0.035,0.915,0.255,2.258,0.610,-0.854
0.029,0.910,0.275,3.418,0.122,-1.404
0.021,0.913,0.275,5.737,0.183,-1.526
0.016,0.921,0.270,5.737,0.305,-1.343
0.015,0.939,0.261,1.221,0.916,-1.099
0.010,0.945,0.244,-1.221,1.465,-1.221
0.016,0.924,0.248,0.244,2.747,-1.343
0.028,0.915,0.255,1.709,2.869,-0.916
0.030,0.914,0.256,-0.732,2.441,-1.160
0.028,0.921,0.263,-2.747,1.404,-1.831
0.024,0.928,0.281,-2.258,0.488,-1.953
0.025,0.945,0.281,-0.671,0.000,-1.648
0.020,0.954,0.278,-1.160,-0.061,-0.854
0.009,0.940,0.266,0.183,0.610,-0.122
0.009,0.918,0.274,2.563,1.038,-0.061
0.014,0.912,0.264,3.052,0.916,-0.244
0.020,0.930,0.253,0.305,0.732,-0.916
0.022,0.932,0.260,-0.977,1.587,-0.671
0.026,0.940,0.260,0.793,1.465,-0.427
0.033,0.941,0.271,1.404,0.977,-0.427
0.031,0.935,0.269,0.732,0.183,-0.488
0.015,0.952,0.280,-31.799,9.094,5.127
0.038,0.926,0.263,-44.739,11.414,4.578
0.077,0.870,0.279,-54.504,11.597,2.686
0.095,0.826,0.352,-55.847,10.864,-0.427
0.105,0.857,0.375,-54.443,7.507,-2.563
0.120,0.912,0.325,-55.847,4.150,-1.831
0.110,0.923,0.305,-51.636,2.686,-0.427
0.100,0.919,0.322,-40.894,1.892,2.563
0.080,0.933,0.314,-23.254,0.122,7.080
0.036,0.928,0.304,-16.968,-3.174,9.644
-0.002,0.920,0.292,-18.738,-5.188,10.864
-0.009,0.885,0.308,-17.517,-5.920,13.184
-0.031,0.839,0.372,-0.366,-6.348,14.832
-0.101,0.863,0.268,9.277,-4.272,15.930
-0.116,0.897,0.235,-3.052,3.601,11.353
-0.043,0.939,0.241,-10.986,4.333,5.615
0.009,0.954,0.328,-10.925,-2.014,4.211
-0.010,1.003,0.332,-0.122,-8.789,5.371
-0.044,1.011,0.271,2.808,-8.423,6.836
-0.000,1.022,0.211,2.319,-2.808,7.812
0.060,1.012,0.241,2.197,-1.770,8.606
0.051,0.922,0.300,9.888,-3.235,7.935
0.001,0.848,0.318,13.977,-2.319,4.761
-0.005,0.825,0.280,6.531,-0.061,1.526
0.024,0.837,0.283,-4.700,0.793,0.305
0.037,0.891,0.267,-7.324,1.282,1.038
0.041,0.941,0.261,-7.568,1.038,1.648
0.047,0.955,0.292,-5.005,-0.549,1.282
0.040,0.936,0.306,0.488,-3.296,0.610
0.010,0.949,0.276,3.662,-4.272,1.221
0.012,0.965,0.244,-6.714,-3.357,1.343
0.003,0.933,0.238,-7.568,-1.099,0.977
-0.006,0.937,0.219,-1.221,1.831,2.319
0.014,0.937,0.217,-1.587,3.479,3.113
0.020,0.883,0.226,2.808,4.211,1.831
0.018,0.866,0.245,4.944,3.540,0.183
0.025,0.901,0.277,4.456,2.808,-0.732
0.026,0.939,0.276,3.784,2.869,-1.282
0.022,0.945,0.271,3.662,2.075,-1.099
0.007,0.920,0.261,7.019,0.916,-0.549
0.001,0.913,0.257,7.141,0.122,-0.488
0.005,0.898,0.261,1.770,1.038,-1.099
0.009,0.889,0.261,-2.747,2.502,-2.014
0.013,0.894,0.266,-2.380,3.113,-2.319
0.018,0.927,0.269,0.000,2.869,-1.404
0.024,0.950,0.278,-0.854,2.014,-1.221
0.021,0.935,0.280,-0.061,0.427,-1.709
0.011,0.898,0.293,2.747,-0.732,-1.770
0.006,0.901,0.301,4.089,-0.854,-1.160
0.002,0.914,0.285,3.723,-0.549,-0.854
0.002,0.924,0.281,2.075,0.305,-1.160
0.005,0.930,0.272,-0.427,1.099,-1.221
0.010,0.941,0.262,-2.563,1.770,-1.465
0.014,0.934,0.261,-1.282,2.747,-1.404
0.010,0.948,0.245,0.305,2.991,-0.854
0.014,0.957,0.246,-3.296,2.625,-0.732
0.016,0.935,0.254,-2.441,2.441,-1.587
0.010,0.908,0.268,1.770,1.587,-1.404
0.011,0.904,0.285,3.723,0.916,-1.221
0.012,0.915,0.293,1.892,0.427,-1.587
0.012,0.919,0.296,0.366,0.183,-1.831
0.011,0.926,0.298,1.648,0.061,-1.465
0.007,0.935,0.291,1.526,-0.183,-0.610
0.004,0.945,0.281,-1.526,0.854,-0.427
0.057,0.956,0.268,-34.302,2.441,-1.282
0.057,0.931,0.320,-42.175,4.211,-0.305
0.058,0.917,0.348,-33.447,3.296,0.732
0.066,0.904,0.312,-28.625,1.282,1.953
0.073,0.898,0.274,-32.349,0.488,2.258
0.057,0.896,0.269,-34.790,-0.916,1.160
0.045,0.939,0.230,-39.246,0.305,0.977
0.063,0.937,0.288,-40.527,0.793,2.136
0.063,0.900,0.367,-20.691,-2.075,4.395
0.045,0.865,0.349,-3.967,-5.981,8.179
0.016,0.817,0.377,5.554,-6.470,10.437
-0.076,0.837,0.330,10.071,-5.981,11.108
-0.100,0.911,0.286,-3.174,-1.892,7.629
-0.033,0.963,0.334,-10.071,-0.244,3.113
-0.017,1.032,0.301,-4.639,-1.160,2.197
-0.006,1.050,0.232,-12.451,-0.854,-0.793
0.023,0.992,0.254,-15.198,-1.282,-3.723
0.051,0.913,0.301,-4.150,-0.732,-3.540
0.063,0.867,0.266,5.371,-3.235,-1.343
0.055,0.843,0.274,7.996,-2.625,0.427
0.051,0.883,0.271,4.211,-1.648,0.000
0.069,0.924,0.294,-0.732,-2.747,-1.404
0.065,0.935,0.295,1.221,-3.418,-2.441
0.044,0.955,0.268,-1.038,-4.639,-2.563
0.034,0.950,0.238,-5.188,-3.296,-0.793
0.028,0.923,0.242,-2.441,-0.244,0.977
0.025,0.924,0.240,0.549,0.977,2.808
0.037,0.941,0.245,-1.892,1.099,2.808
0.048,0.926,0.259,-2.136,0.732,1.038
0.040,0.907,0.273,1.770,0.305,0.610
0.038,0.913,0.286,4.395,0.427,0.793
0.038,0.921,0.286,4.883,-0.122,1.282
0.026,0.911,0.284,5.920,0.244,1.526
0.022,0.914,0.286,5.188,0.488,0.244
0.032,0.926,0.253,0.671,0.793,-0.488
0.032,0.919,0.237,-5.676,1.526,-0.732
0.031,0.917,0.223,-6.653,2.930,-0.061
0.035,0.920,0.230,-3.662,4.211,0.732
0.037,0.922,0.242,0.366,4.150,0.854
0.039,0.915,0.255,1.770,2.808,0.000
0.041,0.910,0.286,1.831,1.038,-0.366
0.032,0.906,0.298,3.845,-0.122,-0.549
0.029,0.897,0.304,4.822,-0.916,-0.977
0.031,0.911,0.298,2.808,-1.526,-0.671
0.031,0.927,0.292,-0.977,-1.343,-0.122
0.025,0.925,0.272,-1.221,0.488,0.488
0.031,0.928,0.261,-3.357,1.770,0.488
0.040,0.933,0.260,-3.235,2.686,0.427
0.044,0.931,0.270,-2.258,3.174,0.305
0.037,0.922,0.274,0.549,2.380,0.122
0.031,0.918,0.281,2.502,1.587,-0.122
0.028,0.908,0.289,3.845,0.488,-0.854
0.025,0.906,0.295,2.930,-0.549,-1.099
0.028,0.909,0.296,1.343,-0.366,-0.916
0.032,0.916,0.291,-0.122,-0.610,-0.793
0.033,0.939,0.271,-0.610,-0.488,-0.549
0.035,0.949,0.258,-2.930,-0.061,-0.244
0.038,0.933,0.261,-2.747,-0.061,-0.854
0.042,0.914,0.272,-0.366,0.977,-0.671
0.042,0.914,0.272,0.427,1.099,-0.061
0.039,0.925,0.275,-0.977,0.671,-0.793
0.029,0.926,0.277,-1.587,0.610,-1.160
0.027,0.926,0.282,-0.793,0.977,-1.343
0.031,0.930,0.285,-0.732,0.671,-1.221
0.063,0.894,0.360,-27.283,6.653,-0.488
0.111,0.871,0.282,-39.734,2.502,-2.441
0.125,0.838,0.320,-49.500,-0.549,-1.831
0.112,0.844,0.328,-52.551,-0.610,0.977
0.108,0.859,0.328,-56.274,-1.831,2.869
0.077,0.873,0.329,-47.058,-2.747,2.930
0.062,0.894,0.332,-36.804,-3.540,4.639
0.050,0.895,0.346,-23.682,-6.165,9.766
-0.024,0.891,0.355,-6.714,-10.010,15.015
-0.150,0.871,0.277,-1.526,-7.080,16.296
-0.177,0.865,0.366,-7.812,-0.854,10.986
-0.117,1.030,0.310,-9.705,-1.038,7.996
-0.054,1.219,0.131,-25.330,1.221,6.348
0.017,1.188,0.114,-32.104,5.493,2.014
0.042,0.987,0.213,1.648,2.441,4.333
0.032,0.831,0.303,30.090,-1.404,8.301
0.033,0.766,0.321,31.067,-2.563,6.592
0.046,0.779,0.292,8.728,-4.028,2.563
0.041,0.857,0.313,-11.597,-3.479,1.404
0.021,0.952,0.291,-12.756,-2.686,1.587
0.009,0.990,0.267,-10.620,-1.526,2.136
0.019,0.957,0.261,-6.958,0.732,1.587
0.028,0.926,0.272,-1.953,0.793,0.854
0.030,0.915,0.254,1.404,1.892,1.404
0.022,0.908,0.240,-0.488,2.380,1.587
0.015,0.931,0.249,-2.563,2.441,1.221
0.017,0.942,0.257,-2.075,3.113,0.916
0.029,0.923,0.263,2.197,3.357,-0.122
0.031,0.896,0.275,4.028,2.380,-1.038
0.027,0.894,0.267,2.319,2.441,-1.343
0.031,0.912,0.238,-0.854,1.160,-1.404
0.036,0.915,0.237,-2.319,2.502,-0.610
0.037,0.909,0.253,0.122,2.747,-0.488
0.036,0.929,0.254,1.770,2.869,0.061
0.040,0.918,0.253,0.183,2.502,-0.671
0.035,0.898,0.273,1.892,1.038,-1.343
0.027,0.915,0.284,4.028,0.610,-0.854
0.033,0.927,0.288,1.282,-0.122,-1.526
0.025,0.910,0.285,0.488,-0.854,-2.258
0.012,0.920,0.277,-0.732,-1.160,-2.380
0.016,0.933,0.273,-2.808,0.061,-2.441
0.024,0.931,0.277,-3.601,0.488,-2.319
0.024,0.942,0.267,-4.639,0.732,-1.587
0.024,0.940,0.253,-6.287,1.221,-1.465
0.024,0.915,0.258,-4.395,1.221,-1.770
0.025,0.916,0.261,-1.160,1.160,-1.526
0.031,0.933,0.263,0.366,1.343,-1.526
0.028,0.931,0.267,1.770,0.793,-1.343
0.019,0.931,0.269,3.235,0.061,-0.610
0.014,0.936,0.269,2.869,-0.610,-0.305
0.008,0.934,0.261,1.770,0.061,-0.366
0.012,0.923,0.265,0.122,0.488,-0.854
0.017,0.932,0.265,0.427,1.038,-1.282
0.019,0.935,0.267,0.427,0.793,-0.977
0.020,0.923,0.280,0.610,0.671,-1.404
0.025,0.915,0.275,0.244,-0.061,-1.465
0.022,0.925,0.279,-0.183,-0.366,-1.160
0.020,0.939,0.273,0.427,0.366,-0.732
0.015,0.950,0.262,0.977,0.671,-0.366
0.018,0.941,0.256,-1.160,0.916,-0.366
0.022,0.923,0.259,-0.427,0.610,-0.732
0.021,0.927,0.266,1.404,0.488,-0.183
0.021,0.932,0.270,1.526,0.549,0.305
0.017,0.940,0.265,-0.122,0.854,0.305
0.050,0.997,0.276,-40.100,10.742,2.075
0.053,0.926,0.209,-62.439,11.353,0.854
0.095,0.808,0.223,-78.186,12.024,-3.418
0.188,0.677,0.406,-67.810,6.226,-4.761
