aX,aY,aZ,gX,gY,gZ
0.367,-0.943,-0.527,-54.810,-12.634,-6.165
0.286,-0.923,-0.544,-65.674,-16.296,-9.705
0.256,-0.893,-0.495,-72.998,-19.104,-11.475
0.271,-0.882,-0.426,-75.989,-20.996,-8.606
0.306,-0.852,-0.354,-76.721,-22.522,-3.967
0.351,-0.839,-0.267,-74.158,-23.682,2.563
0.390,-0.851,-0.200,-67.688,-24.231,6.104
0.456,-0.828,-0.163,-59.631,-24.902,7.690
0.485,-0.813,-0.158,-50.598,-25.696,9.888
0.493,-0.793,-0.207,-43.213,-26.917,10.925
0.499,-0.781,-0.271,-40.894,-27.832,9.399
0.518,-0.773,-0.265,-44.800,-27.771,6.348
0.507,-0.760,-0.196,-50.720,-28.870,3.784
0.503,-0.772,-0.102,-58.777,-30.151,1.282
0.517,-0.767,-0.008,-63.477,-30.518,0.854
0.540,-0.776,0.074,-64.209,-30.151,2.625
0.560,-0.777,0.130,-64.636,-28.076,3.052
0.562,-0.794,0.193,-66.101,-26.611,1.892
0.538,-0.827,0.225,-65.735,-26.062,0.977
0.494,-0.849,0.201,-62.927,-23.865,1.770
0.442,-0.857,0.152,-60.547,-19.104,4.578
0.422,-0.860,0.090,-59.753,-11.292,8.362
0.419,-0.830,0.059,-61.584,-4.150,12.695
0.439,-0.813,0.046,-65.857,0.488,14.771
0.454,-0.795,0.088,-72.388,0.183,14.709
0.490,-0.767,0.158,-78.735,-3.540,12.878
0.502,-0.767,0.262,-80.994,-8.850,10.986
0.531,-0.775,0.347,-78.796,-16.113,9.521
0.552,-0.774,0.412,-73.425,-23.499,9.705
0.553,-0.773,0.472,-68.298,-30.029,10.315
0.537,-0.783,0.493,-62.927,-31.372,10.315
0.506,-0.796,0.480,-57.251,-26.428,11.169
0.480,-0.806,0.437,-52.856,-17.334,13.123
0.464,-0.801,0.382,-51.880,-5.981,15.381
0.491,-0.780,0.325,-54.871,4.700,16.113
0.527,-0.735,0.329,-58.289,13.672,18.066
0.547,-0.745,0.356,-58.838,17.090,17.639
0.580,-0.745,0.385,-58.899,13.123,14.343
0.594,-0.733,0.476,-58.472,0.977,12.146
0.595,-0.754,0.530,-53.894,-13.000,10.071
0.591,-0.762,0.559,-46.814,-26.001,9.827
0.571,-0.767,0.546,-39.429,-32.898,10.376
0.545,-0.784,0.517,-33.508,-31.677,11.047
0.515,-0.777,0.463,-29.663,-21.790,12.939
0.508,-0.807,0.438,-28.137,-6.958,15.015
0.491,-0.779,0.344,-25.757,7.690,18.799
0.521,-0.757,0.301,-32.593,20.752,19.775
0.565,-0.723,0.281,-39.978,28.198,18.250
0.624,-0.705,0.316,-44.006,30.212,17.944
0.655,-0.663,0.336,-45.044,20.935,15.259
0.679,-0.683,0.375,-44.861,1.099,9.033
0.670,-0.687,0.410,-45.776,-20.996,3.113
0.648,-0.702,0.465,-46.021,-38.940,-1.221
0.603,-0.716,0.497,-43.030,-50.049,-3.540
0.574,-0.726,0.510,-39.124,-52.734,-3.662
0.550,-0.722,0.503,-35.828,-46.936,-1.892
0.544,-0.718,0.491,-33.997,-34.912,1.221
0.549,-0.710,0.476,-33.508,-19.104,3.479
0.550,-0.701,0.452,-35.461,-3.723,4.578
0.566,-0.688,0.427,-39.001,9.277,4.517
0.588,-0.665,0.425,-42.908,15.991,3.174
0.595,-0.668,0.440,-46.631,12.939,-0.366
0.599,-0.671,0.469,-48.401,2.075,-3.479
0.592,-0.670,0.506,-48.767,-13.062,-5.066
0.585,-0.680,0.540,-47.668,-27.649,-6.653
0.564,-0.685,0.566,-44.067,-38.635,-7.568
0.551,-0.677,0.594,-39.917,-44.189,-7.080
0.545,-0.691,0.617,-35.217,-40.771,-5.981
0.540,-0.673,0.620,-32.715,-30.334,-4.517
0.539,-0.679,0.618,-31.311,-15.381,-3.662
0.545,-0.664,0.599,-31.433,0.854,-2.197
0.551,-0.659,0.585,-32.898,15.930,-0.732
0.568,-0.654,0.572,-34.607,24.170,0.183
0.574,-0.653,0.570,-35.645,23.743,-0.122
0.575,-0.660,0.570,-34.851,16.846,-1.648
0.578,-0.657,0.582,-33.142,5.859,-2.747
0.576,-0.658,0.608,-31.799,-5.920,-3.174
0.558,-0.661,0.636,-29.358,-15.015,-3.845
0.539,-0.668,0.651,-25.818,-18.982,-4.150
0.523,-0.675,0.654,-21.790,-16.968,-3.540
0.522,-0.669,0.643,-17.944,-9.583,-1.160
0.521,-0.657,0.622,-15.137,0.305,1.648
0.526,-0.660,0.594,-14.282,9.644,3.052
0.781,-0.526,1.253,109.009,13.245,-7.996
0.779,-0.496,1.276,118.591,8.911,-13.123
0.744,-0.485,1.281,128.845,4.089,-23.682
0.684,-0.504,1.303,142.700,-3.052,-32.593
0.629,-0.529,1.408,155.945,-12.146,-36.133
0.576,-0.521,1.455,169.556,-16.907,-36.560
0.512,-0.512,1.390,186.523,-7.263,-33.752
0.459,-0.504,1.221,204.163,15.991,-28.076
0.394,-0.477,0.947,221.130,51.270,-21.484
0.333,-0.433,0.616,237.061,89.600,-14.404
0.240,-0.406,0.212,251.831,121.765,-9.277
0.078,-0.376,-0.326,262.085,144.714,-4.883
-0.090,-0.310,-0.985,263.611,161.804,-1.343
-0.350,-0.265,-1.753,256.042,172.913,3.296
-0.615,-0.280,-2.517,240.051,170.898,5.798
-0.860,-0.162,-3.094,212.891,150.146,12.390
-0.902,-0.272,-3.429,178.650,109.802,18.738
-0.685,-0.321,-3.255,134.155,54.382,29.663
-0.316,-0.323,-2.617,81.970,5.493,42.847
0.073,-0.303,-1.688,29.907,-20.874,47.485
0.372,-0.335,-0.838,-5.188,-21.301,48.157
0.632,-0.473,-0.157,-26.306,-8.118,44.312
0.843,-0.612,0.251,-38.757,8.850,42.786
0.983,-0.700,0.478,-43.396,22.583,44.434
1.045,-0.755,0.500,-41.565,32.532,44.067
1.017,-0.801,0.360,-35.645,38.391,39.551
0.924,-0.863,0.151,-29.846,36.682,32.837
0.783,-0.896,-0.088,-27.832,29.785,24.597
0.631,-0.936,-0.311,-32.166,18.921,16.663
0.508,-0.937,-0.477,-41.931,7.263,7.568
0.407,-0.944,-0.567,-54.077,-2.686,-4.333
0.365,-0.931,-0.559,-65.063,-13.306,-9.644
0.352,-0.906,-0.504,-72.144,-22.827,-8.606
0.373,-0.876,-0.390,-73.853,-28.625,-6.897
0.405,-0.857,-0.260,-69.763,-31.982,-5.859
0.463,-0.849,-0.135,-59.509,-33.203,-5.066
0.511,-0.834,-0.057,-44.556,-33.325,-3.662
0.539,-0.821,-0.046,-31.311,-32.898,-2.197
0.542,-0.842,-0.065,-21.790,-31.860,-1.709
0.537,-0.810,-0.112,-18.127,-30.273,-1.099
0.520,-0.817,-0.173,-16.052,-26.306,1.099
0.519,-0.799,-0.187,-21.667,-24.109,2.991
0.555,-0.787,-0.195,-25.940,-23.499,4.272
0.584,-0.768,-0.152,-29.297,-23.804,5.493
0.618,-0.763,-0.099,-35.522,-25.330,3.113
0.641,-0.775,-0.012,-42.297,-27.161,-2.258
0.641,-0.806,0.055,-44.617,-29.175,-5.615
0.626,-0.832,0.077,-43.213,-28.748,-6.226
0.605,-0.842,0.069,-41.443,-26.245,-5.554
0.579,-0.859,0.044,-40.100,-21.545,-4.395
0.542,-0.867,-0.000,-40.527,-14.893,-2.075
0.510,-0.861,-0.045,-42.969,-7.263,1.404
0.521,-0.842,-0.060,-46.448,-0.916,4.517
0.521,-0.834,-0.062,-50.781,4.944,6.714
0.549,-0.819,-0.058,-56.335,8.423,7.202
0.585,-0.800,-0.005,-62.317,6.104,6.287
0.632,-0.787,0.066,-65.308,-0.977,3.906
0.643,-0.778,0.114,-65.918,-10.498,-0.122
0.630,-0.782,0.158,-65.186,-22.339,-4.456
0.606,-0.788,0.188,-61.462,-33.813,-7.019
0.572,-0.794,0.197,-56.335,-41.809,-7.446
0.549,-0.801,0.180,-51.636,-42.908,-6.409
0.533,-0.791,0.179,-48.706,-38.940,-4.028
0.529,-0.782,0.191,-46.631,-31.006,-1.160
0.538,-0.777,0.192,-44.556,-21.606,1.526
0.554,-0.767,0.198,-44.434,-13.855,3.174
0.581,-0.767,0.208,-45.654,-9.460,3.601
0.605,-0.751,0.241,-47.302,-9.033,3.723
0.616,-0.755,0.268,-48.523,-12.024,1.892
0.622,-0.764,0.286,-48.523,-16.785,-0.061
0.616,-0.756,0.314,-49.194,-22.583,-0.854
0.588,-0.755,0.338,-48.401,-25.940,-1.709
0.556,-0.794,0.331,-44.067,-23.804,-1.709
0.521,-0.791,0.300,-40.955,-17.517,1.282
0.500,-0.790,0.270,-39.307,-7.690,6.470
0.508,-0.774,0.238,-39.429,4.211,11.780
0.517,-0.760,0.206,-42.480,16.907,15.015
0.542,-0.748,0.208,-46.570,25.269,17.090
0.584,-0.722,0.219,-51.025,27.344,17.700
0.635,-0.703,0.260,-54.810,24.048,16.541
0.664,-0.692,0.304,-57.373,15.503,12.878
0.662,-0.708,0.324,-57.495,3.662,7.751
0.643,-0.751,0.361,-55.908,-7.751,3.967
0.621,-0.703,0.300,-47.607,-16.541,3.235
0.615,-0.740,0.318,-47.424,-21.606,1.892
0.582,-0.727,0.317,-48.279,-25.513,1.587
0.568,-0.734,0.316,-45.959,-23.926,4.089
0.578,-0.709,0.326,-44.617,-20.569,5.432
0.602,-0.693,0.351,-45.654,-15.625,5.981
0.615,-0.686,0.378,-48.157,-10.986,3.967
0.628,-0.688,0.400,-50.476,-6.958,1.099
0.636,-0.684,0.432,-52.490,-6.470,-1.343
0.642,-0.689,0.466,-52.856,-10.559,-2.869
0.631,-0.694,0.483,-49.683,-18.555,-4.395
0.622,-0.713,0.488,-45.227,-28.198,-5.127
0.600,-0.697,0.489,-41.321,-37.292,-4.639
0.567,-0.706,0.480,-36.865,-43.579,-4.211
0.535,-0.736,0.469,-33.020,-45.410,-3.662
0.547,-0.711,0.480,-32.898,-42.725,-1.709
0.539,-0.704,0.497,-34.241,-37.415,0.488
0.544,-0.698,0.501,-36.194,-29.053,0.427
0.559,-0.685,0.522,-39.551,-19.043,0.854
0.569,-0.661,0.557,-43.823,-9.338,0.854
0.579,-0.675,0.602,-46.814,-0.732,-0.061
0.570,-0.667,0.617,-46.204,6.653,-1.160
0.557,-0.691,0.592,-41.748,9.644,-1.648
0.546,-0.694,0.544,-36.011,6.958,-0.549
0.545,-0.691,0.497,-31.677,1.221,1.526
0.545,-0.682,0.470,-30.029,-5.188,3.296
0.549,-0.669,0.465,-30.090,-10.681,3.540
0.547,-0.657,0.475,-31.555,-15.198,2.197
0.545,-0.657,0.486,-33.264,-18.677,-0.671
0.544,-0.652,0.505,-34.973,-20.142,-2.136
0.538,-0.649,0.530,-36.133,-19.958,-3.052
0.538,-0.651,0.537,-35.156,-17.456,-3.296
0.543,-0.647,0.561,-34.424,-14.099,-1.587
0.552,-0.638,0.584,-34.241,-11.597,-0.305
0.555,-0.630,0.601,-32.776,-9.644,0.244
0.537,-0.634,0.612,-30.518,-8.911,-0.183
0.863,-0.621,1.531,64.331,2.319,-21.545
0.874,-0.629,1.694,76.721,-4.639,-25.574
0.845,-0.612,1.818,91.553,-10.986,-25.940
0.769,-0.625,1.814,109.802,-14.099,-26.123
0.713,-0.616,1.741,129.211,-11.780,-21.301
0.690,-0.573,1.724,143.005,-7.996,-11.414
0.656,-0.533,1.722,153.748,-3.052,-3.845
0.660,-0.444,1.691,164.978,3.235,0.122
0.637,-0.389,1.579,179.260,10.071,-1.221
0.566,-0.393,1.411,194.824,20.386,-5.432
0.515,-0.364,1.298,208.130,32.898,-5.066
0.512,-0.328,1.135,222.656,49.255,-3.967
0.492,-0.340,0.930,237.793,66.956,-2.930
0.473,-0.326,0.663,248.413,85.510,-1.953
0.429,-0.318,0.348,258.606,107.971,-3.601
0.364,-0.271,-0.037,268.738,127.197,-6.042
0.228,-0.275,-0.474,274.780,134.094,-9.705
0.058,-0.231,-1.021,273.376,128.540,-13.794
-0.220,-0.139,-1.616,266.479,114.502,-13.062
-0.491,-0.128,-2.288,254.333,97.168,-11.414
-0.744,-0.095,-2.933,231.262,80.261,-7.996
-0.895,-0.085,-3.351,194.519,61.707,-1.770
-0.809,-0.146,-3.353,151.672,37.659,9.216
-0.536,-0.210,-2.913,104.309,11.169,24.048
-0.140,-0.266,-2.145,51.453,-11.353,33.569
0.191,-0.304,-1.290,4.761,-24.719,35.645
0.468,-0.427,-0.581,-25.818,-25.269,34.973
0.704,-0.559,-0.054,-43.945,-19.409,33.752
0.887,-0.671,0.280,-50.476,-11.597,33.020
1.002,-0.778,0.443,-49.683,-3.418,30.579
1.001,-0.826,0.428,-45.776,3.906,26.245
0.930,-0.873,0.286,-41.687,9.277,20.325
0.820,-0.911,0.085,-39.551,12.512,15.991
0.708,-0.911,-0.116,-41.138,13.977,11.536
0.586,-0.911,-0.276,-47.485,12.939,5.066
0.489,-0.911,-0.392,-56.396,9.766,-5.676
0.402,-0.914,-0.459,-66.467,4.578,-11.353
0.358,-0.894,-0.470,-77.637,-1.160,-11.963
0.359,-0.858,-0.446,-83.130,-5.432,-10.559
0.375,-0.816,-0.386,-78.247,-8.911,-8.301
0.416,-0.819,-0.271,-69.519,-12.390,-6.470
0.471,-0.805,-0.170,-58.594,-15.503,-6.226
0.510,-0.812,-0.114,-46.265,-16.357,-5.676
0.547,-0.814,-0.086,-36.072,-16.357,-4.517
0.565,-0.817,-0.075,-30.884,-17.029,-3.784
0.562,-0.823,-0.090,-29.114,-17.883,-3.662
0.533,-0.829,-0.123,-29.053,-17.395,-3.296
0.529,-0.831,-0.170,-31.799,-15.930,-3.357
0.531,-0.823,-0.193,-36.438,-14.587,-3.479
0.556,-0.823,-0.156,-44.800,-14.954,-3.113
0.575,-0.810,-0.096,-51.392,-15.564,-2.625
0.580,-0.803,-0.038,-55.603,-15.198,-3.296
0.598,-0.815,0.031,-58.838,-14.099,-4.639
0.605,-0.822,0.081,-58.411,-12.268,-4.456
0.600,-0.838,0.096,-55.298,-10.681,-3.845
0.583,-0.848,0.082,-52.551,-9.216,-3.174
0.561,-0.851,0.059,-50.964,-7.568,-0.854
0.536,-0.843,0.031,-50.842,-5.188,1.465
0.487,-0.845,0.002,-51.453,-2.930,2.869
0.444,-0.866,-0.042,-54.199,-0.244,3.967
0.449,-0.827,-0.037,-59.143,2.136,5.981
0.492,-0.809,0.004,-62.744,3.357,8.850
0.529,-0.780,0.061,-66.589,2.991,9.888
0.555,-0.784,0.117,-70.740,0.000,8.484
0.573,-0.775,0.169,-72.327,-4.700,5.859
0.590,-0.772,0.215,-70.435,-12.268,3.052
0.573,-0.788,0.248,-65.735,-21.484,0.671
0.543,-0.809,0.249,-59.326,-28.748,-0.549
0.505,-0.818,0.221,-53.467,-31.799,0.427
0.501,-0.818,0.204,-48.889,-30.334,3.601
0.508,-0.798,0.208,-47.241,-25.879,8.118
0.523,-0.790,0.217,-47.241,-20.142,10.376
0.545,-0.778,0.221,-47.913,-13.245,11.230
0.575,-0.763,0.245,-50.415,-8.423,11.536
0.602,-0.760,0.276,-52.673,-6.104,9.888
0.614,-0.759,0.313,-54.504,-5.676,7.629
0.613,-0.772,0.338,-53.650,-5.920,5.371
0.614,-0.779,0.344,-51.697,-6.958,3.784
0.591,-0.787,0.333,-49.683,-9.399,2.991
0.576,-0.799,0.320,-46.936,-11.292,3.418
0.570,-0.789,0.306,-45.044,-11.169,5.005
0.564,-0.779,0.301,-44.312,-10.132,6.958
0.549,-0.779,0.294,-44.128,-8.179,7.629
0.540,-0.779,0.286,-44.617,-4.944,8.301
0.547,-0.768,0.283,-44.922,-1.953,8.911
0.574,-0.746,0.288,-46.265,-1.343,8.911
0.593,-0.743,0.314,-48.035,-4.456,6.775
0.592,-0.745,0.335,-49.255,-9.766,3.418
0.590,-0.755,0.344,-49.072,-15.320,0.244
0.598,-0.745,0.381,-48.462,-20.508,-0.488
0.594,-0.727,0.413,-47.729,-25.513,-0.427
0.598,-0.752,0.433,-45.349,-27.832,-2.014
0.559,-0.770,0.428,-38.940,-25.513,-1.282
0.566,-0.755,0.434,-40.527,-23.804,-0.977
0.564,-0.750,0.451,-39.063,-20.203,2.380
0.565,-0.746,0.459,-37.781,-17.029,2.563
0.553,-0.749,0.447,-37.476,-13.062,1.709
0.554,-0.741,0.435,-36.926,-9.216,1.099
0.554,-0.736,0.431,-36.865,-6.042,0.549
0.553,-0.737,0.426,-36.865,-4.150,0.305
0.538,-0.741,0.421,-36.682,-2.380,0.671
0.533,-0.740,0.404,-37.048,0.488,2.075
0.556,-0.717,0.403,-38.208,3.418,3.906
0.572,-0.692,0.435,-40.466,2.686,4.333
0.563,-0.701,0.472,-41.565,0.305,2.319
0.552,-0.719,0.477,-40.344,-1.709,0.610
0.551,-0.710,0.473,-38.757,-3.723,1.831
0.555,-0.699,0.483,-37.903,-6.653,3.174
0.549,-0.702,0.479,-36.072,-7.935,2.686
0.552,-0.697,0.473,-34.119,-7.263,1.648
0.556,-0.689,0.481,-33.264,-7.385,2.075
0.562,-0.692,0.485,-33.142,-8.362,1.831
0.558,-0.693,0.478,-32.776,-8.789,1.221
0.557,-0.686,0.475,-33.142,-8.057,0.488
0.551,-0.684,0.480,-34.180,-7.202,-0.122
0.544,-0.685,0.492,-34.485,-5.310,-0.793
0.560,-0.673,0.511,-34.424,-3.479,-0.549
0.563,-0.662,0.556,-33.875,-4.822,-0.366
0.556,-0.676,0.558,-30.640,-8.606,-1.648
0.730,-0.558,1.526,36.133,12.268,1.160
0.760,-0.558,1.687,53.711,22.034,0.427
0.775,-0.556,1.808,73.669,34.241,0.366
0.781,-0.533,1.918,92.407,44.922,2.258
0.790,-0.496,1.927,110.474,53.650,3.845
0.785,-0.501,1.870,126.953,58.777,3.601
0.761,-0.483,1.759,139.099,61.401,2.075
0.729,-0.473,1.590,148.315,65.125,-1.587
0.669,-0.478,1.437,157.349,66.284,-5.066
0.643,-0.452,1.287,168.335,63.538,-6.653
0.624,-0.419,1.132,176.758,52.673,-10.742
0.617,-0.386,0.956,184.692,37.903,-20.386
0.579,-0.366,0.872,192.444,22.339,-24.048
0.535,-0.369,0.823,197.754,9.583,-26.001
0.525,-0.378,0.785,204.651,9.827,-27.710
0.536,-0.347,0.792,213.135,18.799,-23.865
0.553,-0.343,0.761,224.182,30.640,-22.949
0.568,-0.364,0.633,235.352,41.748,-22.766
0.554,-0.360,0.439,243.469,52.185,-22.217
0.457,-0.319,0.106,251.343,63.416,-24.841
0.343,-0.297,-0.298,259.827,72.571,-26.611
0.207,-0.237,-0.749,262.146,76.721,-25.330
0.048,-0.172,-1.258,257.385,75.684,-26.978
-0.159,-0.126,-1.849,250.977,70.984,-29.114
-0.416,-0.152,-2.416,237.183,59.204,-29.114
-0.624,-0.219,-2.887,210.876,44.617,-25.879
-0.708,-0.213,-3.144,172.852,26.794,-14.404
-0.589,-0.242,-3.019,127.014,3.845,0.977
-0.304,-0.274,-2.519,75.256,-18.005,15.991
0.017,-0.284,-1.817,23.010,-29.480,25.513
0.309,-0.328,-1.113,-17.883,-29.053,31.250
0.566,-0.425,-0.530,-43.396,-22.034,35.156
0.752,-0.501,-0.117,-58.350,-13.367,35.095
0.896,-0.580,0.130,-66.223,-5.188,33.020
0.950,-0.642,0.219,-68.542,0.854,28.992
0.917,-0.716,0.177,-65.979,5.005,23.132
0.831,-0.777,0.055,-63.538,5.859,17.639
0.730,-0.822,-0.100,-64.758,6.348,14.160
0.620,-0.857,-0.257,-70.801,7.202,11.597
0.527,-0.882,-0.380,-81.299,9.094,9.094
0.466,-0.877,-0.432,-92.834,11.536,5.554
0.430,-0.892,-0.441,-103.271,12.085,2.014
0.409,-0.860,-0.402,-108.521,11.658,0.854
0.432,-0.863,-0.316,-108.215,9.583,1.526
0.484,-0.825,-0.186,-101.624,6.042,4.150
0.543,-0.839,-0.028,-90.820,0.977,4.578
0.564,-0.811,0.054,-77.576,-3.601,2.930
0.596,-0.835,0.111,-63.171,-6.958,1.892
0.589,-0.823,0.102,-49.683,-9.033,2.930
0.572,-0.819,0.052,-40.833,-10.559,3.113
0.556,-0.833,0.006,-36.804,-11.047,3.235
0.547,-0.814,-0.030,-37.964,-10.376,3.784
0.537,-0.811,-0.050,-42.175,-9.338,4.028
0.544,-0.803,-0.049,-48.584,-8.911,2.869
0.566,-0.795,-0.005,-55.298,-10.315,1.770
0.602,-0.791,0.061,-61.157,-13.977,0.122
0.605,-0.795,0.146,-64.331,-18.738,-2.075
0.590,-0.809,0.197,-63.660,-23.071,-4.028
0.582,-0.838,0.203,-60.242,-24.475,-4.639
0.548,-0.842,0.198,-56.824,-22.888,-3.235
0.538,-0.852,0.177,-54.626,-17.456,-0.610
0.531,-0.844,0.172,-53.406,-9.705,3.357
0.521,-0.838,0.161,-54.810,-1.831,6.958
0.511,-0.833,0.126,-56.580,6.653,8.667
0.515,-0.822,0.111,-59.204,13.550,10.803
0.549,-0.801,0.119,-62.500,15.991,13.062
0.590,-0.771,0.144,-65.613,12.451,12.817
0.627,-0.759,0.194,-69.824,4.272,9.888
0.643,-0.759,0.269,-71.716,-6.470,5.737
0.635,-0.761,0.341,-69.275,-18.250,0.977
0.610,-0.784,0.396,-64.148,-28.198,-2.014
0.575,-0.797,0.412,-57.068,-33.447,-1.892
0.549,-0.793,0.397,-51.025,-31.555,0.977
0.536,-0.785,0.377,-46.265,-23.254,5.005
0.536,-0.773,0.351,-44.556,-10.498,8.728
0.556,-0.765,0.343,-44.983,2.197,11.230
0.571,-0.747,0.338,-47.119,11.963,13.000
0.588,-0.743,0.336,-47.607,17.700,12.695
0.643,-0.726,0.344,-48.523,17.517,10.742
0.651,-0.708,0.348,-48.523,10.559,7.690
0.661,-0.732,0.369,-47.119,-0.427,3.113
0.647,-0.733,0.387,-45.715,-11.780,-0.732
0.634,-0.745,0.424,-43.518,-23.560,-1.648
0.604,-0.748,0.428,-40.161,-32.043,-2.563
0.572,-0.763,0.417,-35.645,-34.119,-2.319
0.547,-0.755,0.389,-31.616,-29.297,-0.366
0.529,-0.753,0.359,-29.419,-19.836,2.563
0.536,-0.752,0.363,-29.480,-8.423,5.249
0.547,-0.710,0.336,-29.297,2.075,7.690
0.560,-0.723,0.335,-33.142,10.620,6.958
0.569,-0.716,0.312,-35.950,14.099,5.371
0.584,-0.715,0.310,-37.170,12.024,4.822
0.603,-0.705,0.331,-40.283,4.089,3.723
0.598,-0.698,0.366,-42.786,-5.676,1.648
0.583,-0.716,0.385,-43.701,-14.038,-1.038
0.557,-0.717,0.382,-42.847,-18.677,-2.014
0.544,-0.715,0.376,-41.260,-20.264,-0.732
0.536,-0.708,0.363,-40.161,-18.066,1.038
0.536,-0.699,0.359,-40.710,-13.245,3.418
0.528,-0.689,0.348,-42.236,-5.554,4.456
0.526,-0.690,0.322,-44.189,4.639,4.639
0.538,-0.667,0.299,-47.241,13.245,5.554
0.567,-0.646,0.327,-52.063,14.771,6.287
0.587,-0.635,0.368,-55.603,9.094,4.761
0.603,-0.632,0.421,-57.312,-2.380,1.892
0.616,-0.636,0.479,-56.580,-17.578,-1.221
0.607,-0.637,0.523,-53.284,-32.043,-3.357
0.592,-0.654,0.551,-48.218,-45.288,-4.456
0.566,-0.663,0.561,-42.603,-52.185,-4.395
0.551,-0.667,0.545,-37.476,-50.476,-3.052
0.543,-0.658,0.534,-35.034,-42.480,-1.038
0.532,-0.655,0.531,-33.569,-31.311,1.099
0.526,-0.650,0.513,-32.715,-19.226,2.808
0.533,-0.646,0.513,-32.837,-9.399,4.150
0.549,-0.632,0.523,-34.180,-5.066,5.371
0.558,-0.619,0.539,-35.400,-6.348,4.944
0.574,-0.621,0.561,-35.339,-12.878,2.930
0.582,-0.616,0.573,-34.546,-23.560,0.244
0.578,-0.619,0.603,-33.997,-36.194,-2.380
-0.476,-0.452,-2.248,209.229,9.460,-11.047
-0.501,-0.515,-2.413,178.040,3.357,-4.639
-0.439,-0.561,-2.361,136.292,-0.916,3.235
-0.294,-0.555,-2.087,86.487,-8.545,14.343
-0.039,-0.513,-1.622,41.016,-18.738,24.902
0.196,-0.499,-1.158,7.507,-25.391,31.311
0.395,-0.518,-0.801,-17.517,-24.536,33.142
0.554,-0.578,-0.472,-36.072,-19.714,34.180
0.694,-0.622,-0.234,-50.354,-14.099,34.180
0.786,-0.649,-0.079,-59.937,-8.728,33.142
0.824,-0.677,-0.005,-65.735,-5.249,29.480
0.811,-0.730,-0.015,-67.627,-3.601,22.888
0.760,-0.775,-0.063,-68.787,-3.479,16.113
0.699,-0.816,-0.115,-71.289,-5.249,10.864
0.642,-0.840,-0.165,-75.500,-8.057,6.042
0.599,-0.850,-0.191,-80.017,-11.108,1.343
0.581,-0.869,-0.195,-84.595,-14.648,-3.418
0.577,-0.873,-0.157,-89.050,-19.104,-6.775
0.590,-0.875,-0.096,-91.064,-25.208,-10.559
0.603,-0.868,-0.015,-89.233,-32.837,-14.038
0.596,-0.870,0.060,-83.130,-40.039,-17.944
0.567,-0.880,0.116,-73.425,-45.227,-21.667
0.528,-0.888,0.153,-61.890,-46.875,-23.193
0.499,-0.886,0.159,-50.537,-43.457,-21.545
0.479,-0.889,0.151,-41.931,-36.438,-17.761
0.471,-0.884,0.135,-36.194,-26.489,-12.390
0.486,-0.877,0.140,-32.532,-15.808,-5.981
0.528,-0.862,0.156,-31.311,-7.751,-0.671
0.552,-0.855,0.159,-32.349,-3.296,2.625
0.555,-0.849,0.148,-33.447,-0.916,3.540
0.569,-0.854,0.143,-34.668,-0.671,3.479
0.571,-0.849,0.151,-35.889,-2.747,3.418
0.559,-0.859,0.169,-36.621,-5.005,3.174
0.543,-0.871,0.163,-36.438,-6.042,3.296
0.543,-0.872,0.173,-36.316,-5.615,5.371
0.561,-0.854,0.204,-37.476,-4.456,9.155
0.557,-0.850,0.225,-38.208,-2.014,11.169
0.552,-0.854,0.224,-37.659,3.296,11.963
0.564,-0.848,0.229,-37.659,9.705,13.733
0.563,-0.833,0.239,-38.696,14.893,14.648
0.564,-0.843,0.229,-38.269,18.982,14.465
0.575,-0.818,0.232,-37.781,20.630,14.648
0.568,-0.815,0.229,-36.621,18.066,14.038
0.538,-0.830,0.202,-34.180,14.221,12.329
0.534,-0.824,0.175,-32.593,11.169,12.451
0.551,-0.802,0.180,-32.654,7.568,13.733
0.560,-0.793,0.186,-33.997,3.540,13.184
0.558,-0.780,0.193,-35.461,0.732,11.414
0.552,-0.788,0.198,-35.828,-1.343,9.460
0.556,-0.790,0.214,-36.072,-2.136,8.118
0.583,-0.774,0.241,-36.865,-3.601,8.118
0.601,-0.770,0.273,-37.476,-7.385,7.568
0.589,-0.771,0.289,-36.316,-11.475,5.188
0.574,-0.783,0.291,-33.691,-15.381,3.601
0.560,-0.789,0.275,-30.823,-18.005,3.967
0.546,-0.780,0.263,-28.748,-18.799,5.249
0.528,-0.779,0.248,-28.015,-17.639,5.737
0.525,-0.778,0.227,-27.893,-14.526,5.920
0.528,-0.769,0.223,-28.931,-11.597,6.592
0.541,-0.761,0.235,-31.616,-10.620,6.836
0.557,-0.754,0.252,-34.485,-11.597,6.653
0.571,-0.744,0.280,-37.109,-14.343,5.920
0.588,-0.741,0.312,-39.429,-18.494,4.150
0.593,-0.739,0.339,-40.161,-23.560,1.953
0.592,-0.745,0.370,-39.185,-29.114,0.122
0.582,-0.752,0.388,-37.231,-34.424,-0.793
0.566,-0.755,0.397,-34.546,-37.292,-0.488
0.550,-0.759,0.392,-32.166,-36.194,0.488
0.527,-0.760,0.380,-30.701,-31.555,2.014
0.518,-0.754,0.365,-30.273,-24.170,4.211
0.517,-0.745,0.363,-31.006,-15.808,6.287
0.524,-0.730,0.377,-32.043,-8.362,8.057
0.545,-0.710,0.366,-31.311,-2.502,8.728
