aX,aY,aZ,gX,gY,gZ
0.677,0.443,-0.061,125.305,-159.424,-102.051
0.707,0.352,-0.039,119.080,-142.029,-101.318
0.721,0.274,-0.049,110.107,-114.990,-101.135
0.740,0.184,-0.078,101.013,-84.839,-98.938
0.779,0.078,-0.106,92.834,-59.753,-94.482
0.819,-0.013,-0.130,86.243,-45.349,-89.172
0.839,-0.104,-0.140,82.397,-42.175,-84.778
0.856,-0.182,-0.155,80.994,-46.936,-81.238
0.870,-0.252,-0.149,80.017,-54.138,-76.111
0.891,-0.283,-0.136,77.759,-61.340,-68.665
0.904,-0.306,-0.096,73.303,-67.139,-61.829
0.945,-0.312,-0.062,68.359,-69.641,-56.763
0.979,-0.306,-0.021,61.462,-68.298,-54.504
0.984,-0.327,0.027,53.894,-64.392,-54.382
0.969,-0.356,0.073,45.898,-59.143,-53.650
0.970,-0.381,0.115,39.795,-53.589,-50.415
0.987,-0.378,0.149,35.583,-49.805,-46.997
0.991,-0.363,0.174,32.715,-49.744,-45.227
0.993,-0.357,0.218,30.151,-52.551,-45.349
1.031,-0.359,0.298,31.799,-58.044,-47.607
0.931,-0.321,0.217,44.128,-58.167,-47.852
0.950,-0.342,0.302,31.616,-61.462,-50.049
0.894,-0.311,0.326,26.184,-63.904,-49.927
0.901,-0.364,0.355,30.457,-65.002,-46.204
0.892,-0.365,0.343,35.339,-64.026,-40.527
0.895,-0.344,0.360,36.804,-62.317,-36.255
0.911,-0.328,0.352,39.612,-58.838,-35.339
0.914,-0.313,0.346,41.687,-54.321,-36.316
0.905,-0.286,0.351,37.476,-52.246,-41.504
0.891,-0.286,0.375,30.579,-52.368,-47.058
0.862,-0.288,0.403,26.428,-53.223,-49.622
0.848,-0.307,0.432,28.870,-54.504,-48.706
0.830,-0.325,0.452,35.583,-57.617,-46.753
0.816,-0.364,0.456,42.969,-61.218,-46.082
0.796,-0.434,0.444,47.974,-62.866,-46.143
0.773,-0.474,0.429,49.194,-62.195,-44.861
0.764,-0.482,0.424,47.607,-60.547,-42.175
0.758,-0.500,0.436,44.434,-59.875,-40.771
0.750,-0.501,0.451,40.344,-58.777,-39.795
0.749,-0.485,0.471,36.438,-56.824,-37.964
0.750,-0.450,0.486,34.790,-53.528,-36.865
0.755,-0.430,0.496,34.485,-50.354,-37.476
0.747,-0.439,0.513,33.752,-47.852,-38.330
0.741,-0.442,0.526,33.936,-43.701,-38.940
0.719,-0.476,0.528,35.706,-37.048,-39.551
0.702,-0.518,0.506,38.269,-29.663,-37.903
0.709,-0.545,0.483,38.818,-24.109,-33.691
0.730,-0.550,0.460,37.170,-21.118,-29.480
0.748,-0.552,0.454,33.875,-21.057,-27.649
0.764,-0.540,0.449,29.663,-22.461,-28.137
0.774,-0.521,0.464,25.757,-24.536,-28.931
0.767,-0.516,0.473,24.414,-27.039,-31.372
0.753,-0.516,0.473,24.536,-29.114,-32.654
0.737,-0.500,0.472,24.658,-30.090,-31.311
0.738,-0.516,0.479,26.367,-30.823,-29.907
0.740,-0.529,0.481,29.053,-32.043,-29.541
0.731,-0.552,0.476,30.701,-32.959,-30.029
0.722,-0.575,0.466,30.029,-33.020,-29.358
0.724,-0.568,0.462,27.954,-31.738,-28.381
0.717,-0.555,0.459,24.170,-30.334,-29.358
0.708,-0.543,0.457,20.386,-29.175,-31.494
0.684,-0.535,0.465,16.541,-29.785,-34.180
0.671,-0.507,0.479,14.587,-33.630,-35.583
0.651,-0.495,0.493,15.320,-41.199,-35.461
0.615,-0.499,0.493,15.930,-48.889,-36.804
0.605,-0.541,0.500,16.541,-52.979,-36.804
0.582,-0.556,0.500,17.639,-53.589,-34.302
0.564,-0.591,0.494,19.165,-50.598,-31.067
0.567,-0.601,0.471,20.142,-44.739,-28.259
0.563,-0.609,0.452,19.104,-38.025,-27.222
0.558,-0.631,0.445,16.602,-32.715,-27.527
0.553,-0.639,0.439,12.390,-27.710,-28.137
0.554,-0.640,0.458,7.324,-24.475,-28.564
0.543,-0.655,0.472,3.601,-23.804,-29.480
0.536,-0.679,0.484,2.563,-25.146,-28.625
0.545,-0.677,0.485,2.014,-27.588,-25.269
0.787,-1.338,0.667,-66.650,72.510,77.881
0.831,-1.429,0.666,-75.317,85.083,91.187
0.874,-1.503,0.663,-82.581,98.511,108.643
0.914,-1.575,0.637,-89.905,112.671,127.563
1.040,-1.749,0.566,-100.769,130.859,148.743
1.232,-1.897,0.526,-111.267,147.522,171.143
1.448,-2.040,0.523,-120.178,153.259,187.683
1.642,-2.119,0.569,-122.620,141.418,190.674
1.772,-2.208,0.592,-115.662,119.690,174.377
1.788,-2.396,0.540,-98.267,105.286,138.367
1.726,-2.585,0.340,-77.942,115.845,93.994
1.451,-2.709,0.052,-76.782,159.729,56.824
1.098,-2.819,-0.278,-108.215,218.384,27.710
0.572,-2.838,-0.729,-141.174,289.001,13.611
-0.030,-2.791,-1.184,-189.758,351.440,10.620
-0.601,-2.581,-1.536,-246.460,392.883,25.635
-1.085,-2.039,-1.699,-296.692,403.442,68.176
-1.518,-1.031,-1.730,-331.177,372.070,134.583
-1.733,0.287,-1.628,-340.271,303.833,205.750
-1.534,1.979,-1.592,-327.881,216.431,262.329
-1.229,3.535,-1.522,-307.556,135.986,279.114
-0.952,4.000,-1.387,-288.330,98.267,267.883
-0.305,4.000,-0.978,-260.864,110.168,270.935
0.437,4.000,-0.467,-214.539,125.610,292.175
1.063,4.000,-0.151,-143.433,118.774,293.579
1.640,3.955,0.359,-57.556,60.486,265.808
1.914,2.930,0.943,7.874,-42.175,222.534
1.963,2.327,1.614,34.607,-160.156,140.747
1.663,1.882,2.153,45.471,-243.408,37.415
1.174,1.518,2.208,55.054,-222.534,-44.312
0.784,1.266,1.810,69.946,-100.464,-93.994
0.352,1.165,1.173,82.825,49.927,-117.920
-0.000,1.023,0.511,77.637,156.372,-144.531
-0.186,0.878,0.039,71.350,194.824,-161.133
-0.177,0.795,-0.170,69.580,169.800,-157.898
-0.081,0.747,-0.215,80.627,112.488,-143.494
0.033,0.724,-0.214,101.685,47.180,-128.540
0.140,0.686,-0.220,124.084,-10.498,-116.089
0.303,0.659,-0.220,140.137,-55.481,-104.248
0.452,0.628,-0.200,152.100,-88.501,-95.703
0.574,0.594,-0.158,160.645,-111.511,-92.834
0.647,0.557,-0.098,164.246,-128.845,-94.177
0.680,0.481,-0.040,164.185,-141.602,-95.825
0.710,0.371,0.005,161.377,-140.564,-94.543
0.754,0.238,0.038,151.367,-123.474,-92.224
0.774,0.086,0.026,139.343,-93.567,-90.759
0.796,-0.033,-0.015,126.770,-57.922,-89.417
0.820,-0.088,-0.059,115.723,-28.381,-87.952
0.845,-0.112,-0.093,108.826,-15.076,-86.670
0.861,-0.148,-0.123,104.736,-19.592,-86.731
0.866,-0.248,-0.106,104.553,-36.499,-84.839
0.876,-0.358,-0.073,105.713,-57.495,-80.811
0.874,-0.456,-0.020,106.995,-74.829,-76.050
0.873,-0.510,0.030,107.910,-83.679,-71.289
0.862,-0.518,0.064,104.614,-83.618,-67.627
0.873,-0.530,0.091,99.182,-75.378,-64.453
0.890,-0.525,0.098,92.102,-62.317,-60.852
0.901,-0.483,0.098,84.229,-47.913,-56.885
0.917,-0.427,0.092,76.355,-36.011,-54.382
0.906,-0.399,0.092,69.580,-29.846,-51.697
0.942,-0.393,0.096,64.880,-30.762,-49.866
0.958,-0.385,0.103,61.829,-36.194,-51.270
0.946,-0.402,0.136,58.960,-44.922,-56.091
0.922,-0.444,0.173,56.763,-53.406,-59.143
0.898,-0.462,0.211,52.429,-59.204,-56.946
0.889,-0.490,0.253,46.692,-62.195,-51.636
0.864,-0.508,0.297,40.955,-63.293,-46.143
0.839,-0.496,0.323,37.598,-62.500,-40.588
0.841,-0.460,0.350,35.522,-61.218,-34.546
0.857,-0.408,0.382,36.499,-61.951,-31.738
0.864,-0.389,0.403,41.687,-61.768,-35.156
0.873,-0.376,0.396,47.302,-59.021,-40.527
0.854,-0.379,0.396,51.636,-52.734,-46.570
0.816,-0.420,0.384,55.664,-43.091,-52.612
0.793,-0.474,0.377,57.312,-32.043,-55.054
0.767,-0.490,0.366,55.298,-23.437,-53.467
0.757,-0.524,0.364,52.856,-19.287,-49.988
0.762,-0.544,0.361,50.476,-19.897,-46.692
0.761,-0.543,0.365,48.340,-25.391,-44.739
0.749,-0.539,0.381,48.828,-32.715,-43.457
0.745,-0.536,0.375,50.598,-38.025,-42.297
0.732,-0.525,0.362,51.270,-40.344,-40.527
0.735,-0.517,0.351,49.500,-39.673,-37.842
0.731,-0.515,0.349,46.143,-37.048,-35.889
0.739,-0.529,0.353,43.579,-33.997,-35.034
0.726,-0.556,0.335,40.955,-31.067,-35.095
0.703,-0.617,0.314,38.147,-28.442,-34.729
0.685,-0.671,0.301,33.997,-26.672,-32.043
0.679,-0.672,0.291,27.771,-25.452,-28.442
0.681,-0.669,0.297,21.667,-25.757,-26.794
0.678,-0.662,0.323,17.151,-28.748,-26.611
0.658,-0.657,0.365,14.038,-33.569,-27.344
0.643,-0.625,0.368,15.076,-38.269,-25.757
0.627,-0.625,0.403,15.137,-42.114,-23.621
0.643,-0.624,0.413,14.221,-43.884,-23.071
0.648,-0.640,0.404,15.686,-42.664,-22.278
0.647,-0.658,0.382,16.357,-39.246,-20.386
0.679,-0.668,0.372,14.771,-35.217,-16.907
0.709,-0.657,0.369,10.193,-31.189,-14.709
0.728,-0.661,0.384,4.822,-28.564,-14.771
0.730,-0.655,0.399,0.244,-26.489,-17.639
0.726,-0.676,0.409,-2.747,-25.391,-21.851
0.695,-0.687,0.428,-5.188,-26.367,-24.719
0.682,-0.679,0.449,-6.104,-30.334,-25.818
0.675,-0.671,0.476,-4.333,-36.011,-25.879
0.647,-0.702,0.500,0.000,-40.833,-26.245
0.627,-0.698,0.508,3.845,-43.030,-23.865
0.638,-0.665,0.504,5.981,-41.809,-19.775
0.633,-0.651,0.503,6.287,-38.452,-18.311
0.617,-0.658,0.498,5.188,-32.532,-18.372
0.608,-0.651,0.479,2.686,-24.963,-17.456
0.621,-0.656,0.479,-0.793,-18.616,-16.174
0.633,-0.661,0.474,-3.296,-14.648,-17.761
0.623,-0.677,0.466,-4.395,-12.695,-20.752
0.605,-0.709,0.458,-5.005,-12.390,-22.644
0.598,-0.747,0.453,-6.470,-13.245,-22.339
0.592,-0.744,0.466,-8.484,-16.296,-20.142
0.589,-0.736,0.488,-9.644,-21.423,-18.250
0.590,-0.735,0.509,-8.667,-25.818,-16.968
1.074,-1.218,0.344,-62.561,103.638,101.318
1.132,-1.261,0.317,-66.833,102.234,104.004
1.203,-1.317,0.291,-70.190,101.318,108.459
1.256,-1.367,0.256,-74.036,99.548,114.197
1.322,-1.409,0.223,-79.834,97.046,118.652
1.395,-1.403,0.191,-82.458,94.177,120.056
1.416,-1.366,0.133,-78.857,91.492,115.173
1.422,-1.388,0.083,-80.017,84.839,97.290
1.355,-1.487,-0.066,-72.693,90.210,72.021
1.245,-1.624,-0.249,-72.083,108.948,44.556
1.100,-1.760,-0.461,-90.454,137.512,21.729
0.933,-1.908,-0.617,-122.559,171.692,6.775
0.734,-2.092,-0.762,-158.447,204.895,-3.845
0.350,-2.292,-0.971,-189.636,235.840,-13.306
-0.091,-2.478,-1.188,-218.750,267.883,-17.212
-0.554,-2.369,-1.377,-253.601,299.866,-3.601
-1.023,-1.896,-1.496,-286.377,312.561,39.124
-1.291,-1.072,-1.545,-308.350,292.358,106.628
-1.398,0.015,-1.604,-314.575,245.850,183.411
-1.359,1.300,-1.571,-302.002,190.979,248.596
-1.099,2.898,-1.448,-273.437,144.714,289.490
-0.555,4.000,-1.243,-237.366,108.398,308.716
0.262,4.000,-0.908,-225.952,85.083,308.777
1.074,4.000,-0.181,-209.167,95.032,289.429
1.783,4.000,0.571,-161.377,116.821,261.414
2.216,3.848,1.343,-96.558,89.783,236.694
2.362,2.885,2.034,-26.184,-30.823,204.834
2.193,2.163,2.690,26.062,-204.224,127.075
1.620,1.546,2.997,66.772,-308.533,25.879
1.019,1.144,2.643,106.812,-266.052,-47.119
0.594,1.028,1.910,130.066,-105.408,-73.364
0.284,1.027,0.997,136.353,74.402,-84.717
-0.002,0.865,0.126,134.460,204.102,-98.450
-0.183,0.616,-0.473,119.019,245.239,-110.291
-0.159,0.441,-0.703,97.534,206.116,-102.905
0.042,0.423,-0.699,87.708,123.169,-81.665
0.267,0.478,-0.633,95.947,37.354,-61.401
0.500,0.527,-0.558,107.971,-31.311,-51.941
0.626,0.586,-0.427,114.380,-80.627,-51.147
0.723,0.550,-0.263,115.173,-118.103,-60.974
0.760,0.506,-0.095,113.403,-144.836,-70.190
0.756,0.450,0.083,107.239,-158.936,-75.562
0.727,0.382,0.209,102.051,-156.006,-78.674
0.699,0.308,0.278,98.328,-138.489,-78.430
0.688,0.259,0.278,96.130,-111.694,-73.792
0.718,0.230,0.237,93.811,-81.177,-66.162
0.778,0.192,0.178,93.140,-54.443,-58.533
0.834,0.178,0.111,95.703,-38.635,-53.040
0.883,0.134,0.077,99.915,-36.499,-51.941
0.907,0.032,0.057,104.004,-44.739,-55.115
0.902,-0.068,0.062,107.422,-56.580,-59.143
0.896,-0.136,0.102,108.582,-65.979,-62.195
0.890,-0.160,0.135,105.469,-69.824,-62.744
0.888,-0.156,0.139,100.647,-67.017,-59.204
0.906,-0.126,0.130,96.619,-58.594,-53.772
0.926,-0.133,0.130,93.567,-48.889,-50.537
0.939,-0.188,0.127,92.224,-41.992,-50.171
0.929,-0.248,0.119,90.454,-40.283,-50.293
0.914,-0.286,0.120,86.975,-43.457,-50.537
0.901,-0.288,0.141,81.421,-50.720,-50.903
0.874,-0.338,0.196,74.585,-60.852,-50.415
0.889,-0.418,0.333,69.336,-71.350,-50.842
0.814,-0.382,0.312,76.538,-72.510,-47.424
0.864,-0.384,0.393,67.200,-73.120,-46.326
0.864,-0.343,0.412,66.284,-70.984,-45.410
0.904,-0.356,0.411,76.294,-66.956,-45.044
0.926,-0.367,0.390,87.280,-61.218,-46.265
0.926,-0.389,0.332,95.276,-52.246,-46.753
0.953,-0.418,0.281,94.116,-40.527,-46.997
0.957,-0.432,0.262,87.158,-29.175,-50.476
0.946,-0.466,0.223,79.712,-21.057,-55.603
0.910,-0.526,0.235,66.528,-20.508,-59.387
0.879,-0.563,0.256,55.115,-26.428,-60.059
0.836,-0.546,0.294,50.354,-36.377,-56.641
0.797,-0.559,0.343,48.950,-50.110,-54.932
0.761,-0.568,0.371,51.147,-62.073,-51.697
0.760,-0.548,0.411,55.237,-69.763,-46.936
0.789,-0.512,0.418,58.411,-72.021,-44.800
0.811,-0.495,0.428,60.730,-67.810,-45.288
0.818,-0.524,0.412,62.073,-56.946,-47.119
0.810,-0.560,0.368,60.608,-42.542,-47.302
0.810,-0.583,0.329,56.335,-29.602,-45.227
0.813,-0.573,0.298,49.622,-19.409,-43.457
0.790,-0.607,0.299,43.213,-16.174,-45.593
0.744,-0.624,0.314,38.269,-18.555,-48.889
0.703,-0.628,0.339,36.072,-25.391,-49.438
0.668,-0.631,0.366,36.072,-34.424,-46.204
0.645,-0.630,0.395,36.438,-43.213,-40.527
0.646,-0.594,0.402,36.316,-47.302,-34.424
0.686,-0.552,0.407,35.339,-45.715,-29.724
0.699,-0.531,0.396,36.560,-39.307,-27.649
0.697,-0.553,0.368,37.048,-28.748,-28.870
0.694,-0.568,0.327,34.363,-16.357,-28.320
0.711,-0.556,0.286,28.870,-7.263,-25.696
0.709,-0.577,0.253,22.827,-2.563,-26.123
0.695,-0.598,0.240,16.541,-2.258,-28.687
0.693,-0.619,0.240,10.498,-7.935,-30.334
0.669,-0.639,0.252,5.127,-19.592,-30.823
0.656,-0.640,0.286,1.831,-33.508,-29.907
0.649,-0.636,0.326,0.061,-45.410,-28.442
0.652,-0.621,0.362,-1.343,-52.246,-26.733
0.645,-0.608,0.390,-1.282,-54.077,-25.330
0.655,-0.610,0.400,-0.793,-51.575,-25.146
0.668,-0.603,0.403,-1.282,-45.593,-25.391
0.663,-0.627,0.402,-2.991,-37.231,-27.222
0.660,-0.637,0.403,-7.263,-28.259,-28.259
0.657,-0.641,0.405,-11.108,-21.606,-28.992
0.641,-0.680,0.402,-12.634,-18.127,-31.616
0.623,-0.719,0.402,-14.832,-19.043,-32.349
0.605,-0.737,0.419,-17.151,-24.231,-31.250
0.597,-0.742,0.433,-18.677,-31.738,-29.602
0.589,-0.719,0.463,-19.714,-39.368,-27.649
0.572,-0.719,0.486,-19.043,-44.617,-28.503
0.558,-0.725,0.505,-18.005,-46.326,-28.687
0.557,-0.720,0.527,-17.883,-43.762,-26.123
0.567,-0.696,0.550,-17.517,-37.842,-22.339
0.588,-0.689,0.561,-16.174,-29.297,-20.142
0.601,-0.694,0.555,-14.709,-19.592,-20.203
0.604,-0.758,0.575,-14.221,-10.803,-19.775
0.755,-1.151,0.616,-39.246,82.825,98.389
0.807,-1.146,0.571,-44.800,89.294,109.680
0.894,-1.141,0.548,-50.842,96.985,121.643
0.929,-1.115,0.501,-56.641,106.262,135.681
0.979,-1.064,0.423,-60.852,119.507,151.917
1.089,-1.025,0.325,-66.284,135.986,169.678
1.222,-0.946,0.243,-73.547,149.414,185.669
1.365,-0.827,0.167,-76.965,153.381,189.087
1.474,-0.737,0.129,-72.510,146.667,175.659
1.537,-0.690,0.064,-59.998,132.141,147.522
1.557,-0.661,0.025,-53.467,112.854,110.901
1.497,-0.712,-0.025,-48.950,95.276,71.289
1.413,-0.817,-0.125,-46.570,89.844,37.598
1.325,-0.966,-0.207,-54.260,96.313,11.230
1.174,-1.105,-0.318,-68.970,114.136,-11.230
1.031,-1.356,-0.475,-89.844,141.663,-34.607
0.814,-1.745,-0.716,-115.112,178.345,-56.458
0.468,-2.235,-1.021,-141.907,224.548,-77.148
0.061,-2.780,-1.365,-176.331,272.583,-92.896
-0.362,-3.034,-1.573,-216.858,309.021,-91.431
-0.779,-2.872,-1.684,-259.277,318.542,-58.411
-1.065,-2.391,-1.695,-293.396,295.105,14.099
-1.196,-1.679,-1.606,-299.438,244.995,103.882
-1.230,-0.540,-1.496,-284.546,185.852,190.247
-1.147,0.948,-1.438,-257.385,137.695,268.494
-0.833,2.706,-1.458,-221.924,111.877,321.777
-0.384,4.000,-1.422,-202.393,90.332,328.064
0.280,4.000,-1.075,-211.121,63.477,292.114
0.858,4.000,-0.274,-222.412,56.702,250.122
1.307,4.000,0.430,-202.087,60.059,233.154
1.789,4.000,1.004,-154.114,35.400,231.750
1.966,3.256,1.599,-82.092,-53.650,217.041
1.918,2.248,2.321,-16.907,-200.134,167.603
1.574,1.430,3.113,27.344,-343.323,78.186
0.998,0.938,3.402,61.218,-403.076,-2.930
0.620,0.705,2.970,96.375,-320.374,-40.283
0.464,0.687,2.161,134.766,-136.841,-40.344
0.317,0.766,1.172,148.621,55.725,-37.170
0.228,0.745,0.332,133.545,198.975,-46.082
0.225,0.633,-0.216,104.248,263.916,-57.434
0.288,0.605,-0.503,78.186,259.277,-66.040
0.370,0.621,-0.590,69.763,205.627,-74.768
0.461,0.624,-0.618,78.857,130.249,-77.332
0.539,0.646,-0.572,88.196,53.955,-75.195
0.627,0.645,-0.472,88.623,-9.460,-80.261
0.652,0.615,-0.350,90.454,-58.533,-85.205
0.676,0.498,-0.199,99.670,-93.262,-85.632
0.683,0.424,-0.061,105.164,-114.563,-81.177
0.699,0.375,0.045,105.347,-122.131,-76.172
0.712,0.333,0.138,104.431,-118.958,-72.632
0.735,0.314,0.210,104.248,-109.314,-68.359
0.790,0.307,0.229,102.600,-93.689,-64.148
0.846,0.298,0.209,101.379,-74.280,-61.768
0.876,0.216,0.185,103.271,-58.228,-63.477
0.928,0.144,0.142,105.042,-48.035,-67.322
0.958,0.051,0.105,104.553,-44.617,-71.167
0.976,-0.049,0.105,103.333,-47.546,-72.998
0.974,-0.100,0.109,99.915,-55.603,-73.608
0.948,-0.142,0.141,96.375,-64.148,-74.341
0.910,-0.194,0.181,94.238,-69.214,-74.890
0.879,-0.212,0.206,93.689,-72.510,-73.486
0.850,-0.219,0.214,92.102,-76.294,-71.594
0.826,-0.268,0.221,91.492,-79.285,-69.336
0.831,-0.343,0.227,92.163,-79.895,-67.261
0.812,-0.393,0.221,91.125,-78.064,-66.162
0.785,-0.459,0.223,87.280,-74.402,-64.819
0.726,-0.501,0.259,81.726,-69.214,-62.073
0.753,-0.481,0.193,80.994,-63.049,-56.396
0.792,-0.495,0.241,72.937,-57.007,-50.842
0.810,-0.485,0.256,62.805,-55.237,-51.208
0.828,-0.498,0.274,60.364,-52.368,-50.659
0.839,-0.506,0.294,58.105,-52.673,-51.941
0.831,-0.513,0.307,60.608,-51.941,-55.054
0.818,-0.531,0.302,64.392,-48.950,-57.739
0.798,-0.564,0.313,63.354,-44.861,-57.312
0.786,-0.586,0.329,56.946,-42.480,-53.162
0.790,-0.576,0.346,50.049,-40.222,-48.584
0.790,-0.577,0.359,47.546,-37.598,-45.288
0.790,-0.589,0.364,48.157,-36.072,-43.884
0.780,-0.603,0.341,50.476,-35.583,-43.457
0.786,-0.629,0.312,51.331,-34.973,-43.152
0.795,-0.637,0.296,49.866,-34.180,-41.199
0.797,-0.651,0.290,46.326,-32.288,-39.063
0.790,-0.645,0.278,41.748,-29.480,-38.452
0.790,-0.624,0.265,35.706,-27.466,-38.086
0.772,-0.606,0.281,29.358,-28.320,-38.574
0.750,-0.607,0.304,25.146,-31.250,-40.100
0.723,-0.615,0.331,22.766,-35.583,-39.246
0.726,-0.612,0.361,21.973,-43.030,-35.645
0.730,-0.596,0.390,22.888,-52.124,-32.349
0.728,-0.609,0.423,25.757,-58.167,-30.518
0.721,-0.614,0.434,28.748,-58.960,-28.503
0.709,-0.632,0.430,30.762,-55.359,-27.649
0.693,-0.641,0.408,30.518,-48.950,-27.710
0.678,-0.637,0.394,27.283,-41.992,-28.503
0.676,-0.633,0.407,23.437,-37.537,-29.968
0.671,-0.632,0.432,18.372,-36.255,-31.433
0.663,-0.633,0.470,13.000,-36.560,-31.189
0.681,-0.629,0.518,10.925,-36.133,-30.029
0.680,-0.613,0.538,13.855,-34.790,-29.846
0.669,-0.637,0.526,20.203,-34.180,-29.907
0.672,-0.684,0.493,26.611,-34.424,-28.015
0.659,-0.691,0.463,29.053,-35.828,-23.499
0.656,-0.682,0.449,28.503,-38.025,-19.836
0.657,-0.696,0.443,26.978,-38.940,-18.494
0.650,-0.700,0.439,22.278,-38.147,-19.897
0.632,-0.717,0.452,15.991,-34.241,-21.667
0.626,-0.727,0.444,10.803,-27.222,-21.667
0.626,-0.715,0.435,6.409,-16.968,-19.775
0.630,-0.709,0.429,2.808,-7.385,-18.982
0.636,-0.708,0.408,1.343,-1.099,-19.226
0.636,-0.699,0.386,1.282,0.244,-17.456
0.637,-0.685,0.373,1.892,-3.845,-15.015
0.653,-0.679,0.374,2.625,-11.597,-13.306
0.651,-0.670,0.375,2.563,-19.897,-12.878
0.640,-0.686,0.380,0.427,-26.428,-13.916
0.620,-0.688,0.385,-1.831,-29.480,-14.221
0.603,-0.670,0.394,-5.127,-30.823,-13.611
0.586,-0.663,0.414,-8.972,-31.128,-13.489
0.838,-1.135,0.551,-50.842,90.454,90.210
0.881,-1.127,0.525,-57.373,101.990,102.661
0.915,-1.118,0.472,-61.890,111.023,114.197
0.946,-1.114,0.419,-64.392,117.004,123.901
1.008,-1.113,0.344,-71.350,119.507,134.033
1.076,-1.110,0.320,-77.515,115.845,144.348
1.141,-1.037,0.275,-81.116,107.361,151.550
1.204,-0.995,0.268,-81.360,94.421,152.100
1.238,-0.947,0.271,-78.369,77.759,143.555
1.234,-0.911,0.282,-72.449,62.195,125.916
1.241,-0.913,0.297,-66.589,52.917,103.455
1.205,-0.925,0.277,-62.256,54.199,79.773
1.169,-0.960,0.232,-62.195,69.031,58.960
1.156,-0.987,0.181,-69.641,93.018,43.579
1.146,-1.027,0.132,-82.886,118.042,31.494
1.148,-1.106,0.106,-95.520,140.625,19.592
1.115,-1.160,0.057,-108.093,160.950,10.010
1.047,-1.218,-0.026,-120.422,180.542,5.371
0.963,-1.331,-0.149,-129.211,200.684,6.470
0.851,-1.490,-0.307,-135.498,221.558,12.756
0.639,-1.700,-0.512,-141.052,240.173,21.423
0.237,-1.942,-0.810,-143.982,259.155,22.156
-0.211,-2.160,-1.190,-142.090,282.227,9.827
-0.680,-1.782,-1.444,-138.733,293.762,-1.831
-1.121,-1.086,-1.648,-143.372,281.677,-6.897
-1.421,0.061,-1.723,-153.381,254.883,17.029
-1.475,1.570,-1.809,-152.283,217.468,96.619
-1.164,3.334,-1.658,-157.288,174.500,196.106
-0.270,4.000,-1.361,-196.228,120.911,294.861
0.973,4.000,-0.536,-238.342,79.956,342.224
2.047,4.000,0.523,-214.661,80.872,322.449
2.640,4.000,1.348,-126.587,80.078,285.461
2.872,3.005,2.018,-20.508,-7.019,254.272
2.809,2.000,2.638,61.829,-190.063,166.199
2.159,1.239,3.154,106.506,-364.563,28.137
1.309,0.767,3.093,124.878,-399.353,-88.013
0.679,0.657,2.413,148.621,-261.169,-116.760
0.338,0.668,1.490,159.668,-50.598,-99.548
0.032,0.642,0.447,155.457,130.920,-85.144
-0.146,0.426,-0.268,136.658,220.764,-80.872
-0.220,0.292,-0.549,107.727,209.900,-78.613
-0.136,0.281,-0.585,87.341,145.630,-68.848
0.055,0.368,-0.526,78.979,82.703,-54.810
0.259,0.436,-0.442,79.712,39.856,-45.593
0.439,0.481,-0.373,83.862,13.184,-43.396
0.554,0.530,-0.259,83.069,-13.489,-47.791
0.672,0.519,-0.142,74.097,-41.931,-64.514
0.741,0.517,-0.009,63.599,-70.984,-82.397
0.745,0.501,0.093,59.692,-95.642,-92.468
0.702,0.455,0.141,62.378,-111.450,-97.473
0.654,0.392,0.183,59.143,-117.920,-99.182
0.637,0.333,0.218,53.955,-115.601,-96.558
0.656,0.302,0.230,55.237,-104.736,-86.182
0.701,0.249,0.230,61.951,-91.980,-72.998
0.749,0.134,0.227,69.336,-82.092,-64.270
0.760,0.025,0.209,74.707,-74.585,-61.279
0.760,-0.053,0.188,76.172,-68.542,-61.218
0.755,-0.130,0.190,75.684,-62.317,-63.354
0.772,-0.213,0.174,72.693,-53.833,-67.505
0.785,-0.280,0.169,66.162,-42.236,-71.350
0.801,-0.292,0.166,58.289,-29.419,-72.388
0.850,-0.279,0.155,53.162,-20.264,-68.604
0.907,-0.316,0.130,51.941,-19.775,-62.988
0.950,-0.356,0.093,53.345,-27.771,-59.387
0.969,-0.366,0.067,54.749,-42.542,-57.556
0.983,-0.378,0.072,54.321,-59.387,-56.458
0.973,-0.407,0.096,51.697,-74.097,-56.030
0.953,-0.442,0.128,48.462,-83.191,-57.129
0.925,-0.446,0.180,44.373,-85.999,-58.350
0.928,-0.444,0.228,39.856,-85.022,-58.167
0.889,-0.495,0.343,38.025,-83.313,-57.800
0.823,-0.476,0.291,50.720,-78.369,-53.467
0.875,-0.531,0.371,44.312,-74.097,-51.208
0.870,-0.531,0.363,43.030,-68.542,-50.537
0.895,-0.551,0.349,50.232,-59.082,-46.814
0.919,-0.538,0.325,51.575,-49.744,-45.349
0.926,-0.537,0.294,53.223,-42.358,-42.603
0.935,-0.544,0.272,54.810,-38.208,-40.283
0.944,-0.537,0.251,52.124,-37.781,-40.894
0.933,-0.552,0.240,46.814,-41.199,-43.396
0.910,-0.574,0.247,42.114,-46.509,-46.936
0.877,-0.598,0.267,36.804,-50.781,-51.392
0.829,-0.613,0.299,33.081,-54.077,-52.856
0.809,-0.647,0.344,34.058,-56.396,-52.979
0.777,-0.685,0.364,37.048,-56.519,-52.673
0.760,-0.687,0.353,39.795,-54.199,-48.889
0.773,-0.661,0.310,41.992,-49.316,-43.335
