aX,aY,aZ,gX,gY,gZ
0.095,0.902,0.327,0.305,1.709,-0.793
0.09,0.896,0.329,-0.122,0.061,-0.549
0.1,0.907,0.325,0.183,0.732,-0.427
0.101,0.902,0.32,0.122,1.343,-0.366
0.089,0.887,0.329,0.305,0.061,15.564
0.102,0.899,0.321,0.732,0.305,-0.244
0.093,0.901,0.327,0.183,1.038,0
0.099,0.895,0.323,-0.305,0.488,-0.732
0.096,0.895,0.314,1.16,0.793,-0.122
0.09,0.893,0.332,2.075,0.671,-0.793
0.105,0.911,0.323,-1.587,1.221,-0.427
0.098,0.899,0.322,1.221,1.038,-0.122
0.099,0.904,0.326,-0.916,1.16,-1.282
0.094,0.924,0.321,-0.366,1.038,0.122
0.104,0.887,0.337,3.296,0.366,-0.183
0.108,0.917,0.327,-1.831,1.465,0.549
0.099,0.886,0.337,0.61,0.061,-0.122
0.097,0.891,0.328,2.38,0.854,0.061
0.098,0.889,0.328,1.526,0.671,0.671
0.11,0.905,0.321,-1.587,1.16,-0.793
0.105,0.905,0.322,1.038,0.671,-0.916
0.094,0.887,0.328,0.305,0.488,0.183
0.099,0.9,0.333,-0.488,0.488,-0.122
0.1,0.898,0.331,2.136,0.244,0.244
0.101,0.899,0.322,-0.732,0.61,0.244
0.103,0.898,0.331,0.916,-0.305,0
0.097,0.892,0.323,-0.061,0.854,0
0.104,0.878,0.325,1.587,0.732,0
0.098,0.902,0.337,2.014,0.854,-0.244
0.111,0.892,0.33,0.916,1.16,-0.854
0.1,0.903,0.321,-0.427,0.549,0.427
0.101,0.886,0.333,2.197,0,-0.427
0.103,0.903,0.331,0.061,0.793,0.061
0.11,0.902,0.324,0.183,1.099,-0.366
0.095,0.911,0.327,0.793,1.038,0.427
0.096,0.888,0.332,0.61,0.732,0.183
0.107,0.899,0.334,1.404,0.671,-0.244
0.104,0.899,0.333,0.916,0.916,0.916
0.1,0.904,0.321,-0.183,0.488,0.671
0.099,0.894,0.336,1.221,0.183,-0.061
0.111,0.897,0.333,-0.366,1.099,0
0.099,0.909,0.324,0.793,1.16,0.793
0.099,0.894,0.328,-1.282,0.793,0
,,,,,
0.84,0.241,0.739,32.593,8.972,-0.854
-0.309,0.904,0.415,-8.667,-24.414,-7.08
0.095,0.846,0.314,18.738,1.587,3.601
0.098,0.906,0.417,1.709,-1.16,-9.521
0.075,0.879,0.458,2.014,-5.493,7.263
0.113,0.881,0.409,0.916,2.075,-2.563
0.09,0.865,0.418,3.052,-2.563,3.296
0.086,0.839,0.417,1.099,-0.061,-0.183
0.115,0.882,0.405,1.404,2.38,-0.977
0.089,0.847,0.431,0.366,-1.343,0.122
0.102,0.843,0.421,2.563,1.099,-1.282
0.093,0.878,0.399,1.587,-0.244,0.671
0.093,0.848,0.431,0.61,0.366,-0.488
0.105,0.865,0.422,-0.366,0.916,-1.16
0.09,0.849,0.42,0.61,0.854,1.099
0.096,0.854,0.43,-0.671,-0.183,-0.916
0.107,0.859,0.414,0.916,1.038,0.244
0.099,0.857,0.42,0.122,1.099,-0.549
0.098,0.856,0.427,-0.305,0.366,-0.732
0.1,0.864,0.417,0.061,0.732,0
0.1,0.849,0.42,-0.122,-0.244,-0.244
0.103,0.863,0.415,0.732,0.732,0.427
0.106,0.857,0.414,0.732,0.671,-1.465
0.098,0.861,0.421,0.244,0.977,0.122
0.102,0.85,0.425,-0.183,0.671,0.244
0.096,0.855,0.415,0.549,1.099,0.366
0.11,0.848,0.42,0.122,1.16,-1.221
0.1,0.863,0.428,-0.122,1.099,-0.061
0.103,0.869,0.41,-0.244,0.732,0.122
0.103,0.854,0.421,0.244,0.427,-0.427
0.102,0.857,0.417,0,0.427,0.854
0.099,0.867,0.407,0.488,1.038,0.305
0.098,0.859,0.416,-0.244,0.366,-0.244
0.104,0.863,0.427,-0.122,0.916,-0.305
0.106,0.858,0.408,1.526,0.732,0.793
0.095,0.86,0.423,0.244,0.549,0.122
0.102,0.862,0.419,0.732,0.61,0.732
0.102,0.852,0.413,0.122,0.61,0.183
0.105,0.858,0.423,1.282,0.793,-0.488
0.101,0.855,0.42,1.343,0.61,-0.061
0.104,0.856,0.415,0.427,1.099,0.244
0.099,0.861,0.423,0.366,0.793,0.61
0.105,0.866,0.426,-0.122,0.305,-0.122
0.102,0.856,0.41,1.404,1.038,1.16
0.099,0.856,0.417,-0.061,0.366,-0.916
0.101,0.854,0.42,0.916,0.183,-0.305
0.103,0.86,0.415,0.244,1.343,0.549
0.095,0.85,0.419,-0.305,0.305,0.366
0.103,0.856,0.42,0.061,0.427,-0.854
0.106,0.87,0.408,0.61,0.671,-0.122
0.096,0.859,0.421,0.549,0.671,0.061
0.1,0.867,0.422,0.61,0.122,0.183
0.107,0.86,0.416,0,0.671,0.854
0.101,0.859,0.413,0,0.61,0.366
0.108,0.864,0.416,0.061,0.977,-0.183
0.104,0.86,0.409,0.854,1.343,-0.366
0.099,0.856,0.418,0.671,0.549,0.488
0.102,0.86,0.42,0.549,0.854,0.061
0.104,0.867,0.422,0.427,0.916,0.305
0.098,0.861,0.418,0.244,0.916,0.61
0.093,0.867,0.416,1.343,1.587,0.671
0.096,0.863,0.416,1.038,2.38,0.854
0.103,0.853,0.418,0.366,2.075,0.183
0.102,0.86,0.416,-0.244,2.075,0.488
,,,,,
0.333,0.608,0.543,-10.498,-12.207,2.502
-0.068,0.823,0.442,-56.396,-30.396,2.808
0.079,1.388,0.122,-75.195,1.404,-11.108
0.047,0.768,0.425,10.864,-21.912,-6.531
0.106,0.909,0.297,3.723,-5.798,4.7
0.149,0.853,0.296,15.076,1.16,-0.793
0.103,0.921,0.251,-10.742,2.686,1.892
0.072,0.842,0.312,9.521,2.38,0.122
0.106,0.925,0.302,0.61,4.272,-0.305
0.086,0.944,0.294,2.075,1.465,0.854
0.092,0.884,0.357,3.113,2.563,0
0.091,0.915,0.306,-4.639,0.488,0.732
0.1,0.898,0.327,3.296,0.793,-0.183
0.093,0.911,0.318,1.099,0.671,0.671
0.089,0.898,0.307,0.732,1.587,-0.183
0.1,0.895,0.325,2.869,0.122,0.061
0.094,0.923,0.315,-2.075,0.916,0.427
0.093,0.896,0.309,0.305,1.221,0.061
0.09,0.909,0.315,0.977,1.038,-0.061
0.097,0.909,0.321,0.732,0.671,-0.061
0.098,0.88,0.312,0.671,1.038,-0.061
0.08,0.919,0.304,-2.563,0.732,0.488
0.092,0.892,0.32,2.808,0.183,-0.244
0.106,0.92,0.308,3.418,1.038,0.366
0.099,0.925,0.297,-4.272,2.258,0.61
0.096,0.901,0.316,2.136,0.671,0.122
0.091,0.906,0.326,1.099,0.488,-0.061
0.099,0.893,0.31,1.282,1.404,-0.244
0.092,0.911,0.316,2.502,1.038,0
0.1,0.901,0.301,0.366,1.099,-1.099
0.102,0.896,0.318,0.916,2.075,0.183
0.085,0.913,0.325,1.221,1.282,0.854
0.103,0.902,0.318,-1.526,1.404,0.366
0.094,0.906,0.325,-0.305,0.488,-0.183
0.09,0.903,0.316,2.319,0.854,0.671
0.098,0.903,0.311,0.061,1.038,0.183
0.098,0.902,0.32,1.709,0.427,0.305
0.097,0.907,0.313,1.038,1.038,0.61
0.103,0.886,0.318,1.282,0,-0.61
0.095,0.903,0.328,1.038,0.488,-0.061
0.096,0.905,0.326,1.831,0.916,0.366
0.094,0.886,0.321,0,0.671,-0.549
0.103,0.903,0.322,-0.305,0.916,0.305
0.093,0.9,0.326,0.977,0.244,0.488
0.104,0.89,0.319,0.122,0.671,-0.427
0.101,0.905,0.321,-0.305,0.793,-0.427
0.097,0.904,0.318,0.977,1.099,0.305
0.097,0.901,0.316,0.732,0.305,0.244
0.099,0.899,0.32,0.916,1.099,0.427
0.095,0.908,0.328,1.282,0.183,0.244
0.101,0.892,0.319,1.099,0.427,-0.305
0.1,0.898,0.322,0.732,0.549,0.122
0.093,0.908,0.323,1.16,1.038,-0.122
0.106,0.899,0.319,-0.488,1.16,-0.244
0.093,0.905,0.326,-0.366,0.366,0.122
0.097,0.898,0.326,1.038,0.366,0.427
0.099,0.903,0.317,0.854,0.305,-0.122
0.096,0.923,0.319,-0.366,1.099,0.183
0.09,0.897,0.317,0.61,0.793,0.183
0.097,0.908,0.325,-0.793,0.671,0.305
0.092,0.905,0.321,-0.122,0.427,0.305
0.096,0.894,0.319,-0.427,0.732,-0.183
0.099,0.907,0.318,0.488,0.732,-0.244
0.1,0.892,0.326,1.221,0.916,0
,,,,,
0.569,0.216,0.922,47.302,-4.883,-2.808
-0.032,0.984,0.408,-20.874,-10.071,-0.854
0.102,0.656,0.339,36.621,7.629,9.644
0.121,0.967,0.425,3.662,-3.723,-11.047
0.101,0.881,0.458,0.61,-1.77,9.277
0.111,0.887,0.425,0.305,0.122,-1.16
0.094,0.862,0.427,2.258,-2.808,5.615
0.1,0.845,0.411,-0.061,-0.671,0.427
0.106,0.848,0.402,1.038,-1.404,-0.122
0.088,0.845,0.408,0.488,-0.793,-0.488
0.099,0.852,0.412,0.854,0.549,-1.526
0.091,0.861,0.412,1.465,0.671,0.122
0.101,0.87,0.417,-1.282,0.671,-0.977
0.092,0.87,0.416,0.305,-0.122,0.732
0.104,0.86,0.419,0.122,1.038,-0.61
0.095,0.849,0.431,0,0.061,-0.488
0.093,0.853,0.418,0.732,0.305,0.061
0.098,0.857,0.407,-0.671,0,0.183
0.091,0.861,0.417,0.977,0.183,0.427
0.102,0.853,0.412,0.732,0.366,-0.061
0.099,0.863,0.408,0.244,1.038,-0.061
0.095,0.854,0.411,0.549,1.038,-0.305
0.094,0.851,0.414,0.732,0.488,0.061
0.095,0.855,0.423,1.099,0.671,0.61
0.098,0.865,0.415,0.427,0.793,0.122
0.104,0.869,0.416,-0.488,0.549,-0.427
0.091,0.858,0.408,0.671,0.793,1.221
0.089,0.855,0.421,0.916,1.038,0.122
0.099,0.861,0.417,0,0.793,-0.366
0.1,0.865,0.406,-0.061,0.488,0.305
0.091,0.855,0.416,-0.061,0.793,-0.183
0.092,0.85,0.422,0.488,0.793,-0.244
0.104,0.896,0.405,-1.709,1.343,-0.305
0.102,0.882,0.406,-2.075,0.244,0.61
0.097,0.861,0.403,0.854,0.671,0.244
0.095,0.855,0.421,0.244,0.427,-0.183
0.102,0.859,0.408,1.16,0.854,-0.183
0.098,0.869,0.422,0.183,0.61,-0.244
0.096,0.869,0.411,0.793,1.282,0.122
0.096,0.864,0.411,0.732,0.916,0.305
0.097,0.861,0.422,0.366,0.488,0.366
0.104,0.868,0.419,-0.061,0.427,-0.122
0.099,0.858,0.412,0.244,0.793,0.122
0.094,0.864,0.406,0.549,0.183,0.122
0.093,0.859,0.411,0.305,0.427,-0.305
0.1,0.86,0.418,0.793,0.732,0.061
0.099,0.859,0.411,1.16,0.488,0.732
0.095,0.863,0.409,-0.488,0.61,-0.61
0.097,0.854,0.414,0.671,0.671,-0.183
0.097,0.864,0.413,1.099,0.671,0.244
0.097,0.86,0.415,0.366,0.366,-0.122
0.099,0.855,0.414,0.183,0.916,0.122
0.093,0.851,0.416,1.16,0.366,0.305
0.101,0.854,0.409,1.221,1.343,-0.183
0.109,0.864,0.423,0.244,0.427,-1.221
0.101,0.866,0.417,0.549,1.343,0.061
0.103,0.863,0.409,0.061,1.038,0.183
0.099,0.86,0.418,0.244,0.488,0.244
0.103,0.861,0.416,-0.244,1.099,0.549
0.098,0.866,0.414,1.038,0.916,0.549
0.095,0.864,0.411,0.122,0.854,0
0.099,0.858,0.41,0.366,0.854,0.427
0.107,0.862,0.411,1.404,0.366,0.305
0.1,0.849,0.417,-0.549,0.305,-0.061
,,,,,
0.367,0.534,0.587,-4.089,-15.564,1.099
-0.046,0.79,0.525,-56.946,-25.208,0.854
0.05,1.569,-0.096,-55.847,2.625,11.292
-0.093,0.663,0.481,35.278,-20.081,-6.165
0.052,0.868,0.289,-18.738,5.066,7.874
0.117,0.826,0.311,18.616,1.526,-2.38
0.099,0.947,0.326,-6.897,0.305,-1.526
0.088,0.896,0.31,3.723,3.601,-1.831
0.098,0.916,0.324,-1.648,1.587,-1.16
0.069,0.91,0.321,2.441,1.038,0.732
0.077,0.91,0.326,-2.563,1.16,1.038
0.082,0.902,0.307,-1.282,0.244,0.183
0.089,0.887,0.31,1.953,0.183,0.793
0.078,0.892,0.311,-0.671,0.061,-1.16
0.086,0.893,0.323,1.16,1.77,-1.099
0.077,0.918,0.32,-0.916,0.183,-0.305
0.088,0.928,0.298,-2.136,1.831,-0.793
0.078,0.893,0.345,1.953,-0.671,-0.183
0.083,0.918,0.299,-1.831,1.038,0.183
0.091,0.896,0.308,0.854,0.854,0
0.075,0.907,0.333,2.075,-0.305,0.549
0.095,0.895,0.313,0.305,1.526,-0.305
0.082,0.888,0.327,0.61,-0.122,0.122
0.078,0.904,0.311,-0.793,0.427,-0.549
0.094,0.892,0.308,-1.038,1.404,-0.366
0.085,0.903,0.325,0.305,0.671,-0.732
0.088,0.907,0.318,0,1.038,-0.183
0.091,0.9,0.317,1.099,1.038,-0.671
0.083,0.898,0.318,-0.977,0.244,-1.038
0.097,0.911,0.312,-0.061,0.916,-1.404
0.086,0.899,0.321,0.916,0.549,-0.488
0.082,0.891,0.317,2.625,0.854,0.427
0.096,0.92,0.318,-0.977,1.343,-0.122
0.085,0.913,0.313,-0.061,1.099,0.854
0.087,0.896,0.325,2.136,0.793,0.305
0.09,0.901,0.318,1.892,0.488,0
0.095,0.902,0.312,-1.587,1.099,-0.305
0.093,0.895,0.311,0.854,1.099,0.122
0.091,0.913,0.302,-1.526,0.977,-0.061
0.084,0.895,0.326,0.183,-0.061,-0.122
0.093,0.904,0.319,2.991,0.916,-0.122
0.096,0.907,0.313,0.732,1.16,0.549
0.085,0.896,0.32,0.366,0.122,0.183
0.089,0.903,0.321,1.343,0.61,0.854
0.092,0.903,0.314,0.549,0.61,0.427
0.089,0.895,0.328,1.099,0.61,-0.549
0.096,0.903,0.31,1.16,0.793,-0.061
0.087,0.902,0.316,2.014,0.366,0.61
0.086,0.904,0.326,1.16,0.732,0.122
0.098,0.9,0.321,0.793,0.977,-0.183
0.093,0.91,0.321,-0.732,0.916,-0.366
0.088,0.898,0.314,0.305,0.732,0.61
0.088,0.914,0.319,-0.427,0.671,-0.366
0.094,0.904,0.323,0.977,0.854,-0.122
0.085,0.908,0.309,0.122,1.282,0.916
0.084,0.897,0.316,-0.061,-0.427,-0.061
0.087,0.905,0.328,1.831,0.488,0
0.091,0.91,0.302,0.061,1.709,0.793
0.088,0.885,0.32,0.977,0.183,-0.183
0.088,0.907,0.324,1.16,0.732,0.854
0.091,0.906,0.31,-0.549,1.16,0
0.092,0.902,0.317,1.892,0.549,-0.244
0.103,0.913,0.321,-1.16,1.221,-0.488
0.092,0.905,0.317,0.549,1.038,0.61
,,,,,
0.047,1.221,0.077,79.712,40.771,0.61
0.466,0.164,0.826,39.001,-14.954,-0.793
0.13,1.204,0.34,-4.272,3.662,6.897
0.097,0.65,0.359,23.437,3.479,5.798
0.1,0.98,0.437,3.479,-4.944,-8.301
0.101,0.875,0.419,-0.427,-2.686,8.728
0.11,0.881,0.406,-1.465,0.427,-1.282
0.079,0.846,0.428,2.93,-3.296,3.967
0.097,0.858,0.395,1.709,-0.244,0.427
0.114,0.857,0.401,0.977,-1.404,-0.671
0.085,0.852,0.412,0.427,-1.099,0.061
0.09,0.866,0.403,1.16,0.916,-0.671
0.093,0.853,0.413,1.953,-0.671,-0.549
0.092,0.87,0.408,1.038,0.549,-0.732
0.094,0.857,0.413,2.014,0.61,0.61
0.087,0.871,0.416,-0.488,0.183,-0.427
0.094,0.86,0.401,-0.427,0.854,0.366
0.086,0.867,0.408,0.671,0.366,-0.488
0.086,0.861,0.42,0.732,0.793,-0.488
0.1,0.873,0.408,0.854,1.038,-0.183
0.096,0.872,0.412,-0.122,0.916,0.61
0.098,0.863,0.415,-0.183,0.732,0.122
0.093,0.866,0.415,0,1.16,0.305
0.09,0.86,0.408,1.221,1.16,0.366
0.088,0.848,0.417,0.732,0.183,-0.427
0.092,0.863,0.412,0,1.343,-0.244
0.09,0.856,0.41,1.465,0.549,0.61
0.096,0.869,0.412,-0.427,0.671,-0.61
0.092,0.864,0.413,-0.061,0.977,-0.305
0.091,0.86,0.405,1.282,1.099,0.183
0.093,0.859,0.421,0.61,0.549,-0.305
0.088,0.859,0.422,1.282,0.732,0.671
0.1,0.865,0.405,0.488,0.854,-0.122
0.095,0.874,0.404,0.122,0.732,0.366
0.103,0.87,0.406,0.671,0.977,-0.854
0.095,0.863,0.408,0.244,1.038,-0.061
0.092,0.853,0.424,-0.366,1.099,0.122
0.099,0.889,0.424,-1.099,0.977,-0.305
0.101,0.868,0.412,0.122,0.916,0.977
0.093,0.867,0.408,1.16,0.854,0.854
0.1,0.875,0.411,0,0.427,-0.305
0.102,0.873,0.406,0.549,1.465,0.122
0.1,0.871,0.409,0.244,0.793,0.305
0.09,0.865,0.415,0,0.488,0.549
0.092,0.851,0.408,0.366,1.038,0
0.1,0.864,0.409,0.427,0.977,-0.305
0.094,0.871,0.407,-0.427,0.793,0.122
0.099,0.86,0.404,0.305,1.282,0.305
0.093,0.863,0.414,0.244,1.16,0.244
0.097,0.863,0.403,1.709,1.099,0.305
0.098,0.859,0.415,-0.854,1.038,-0.916
0.098,0.869,0.412,0.916,1.099,-0.122
0.095,0.872,0.413,0.671,0.977,-0.061
0.103,0.868,0.417,-0.732,0.488,0.122
0.1,0.865,0.412,0.671,0.122,0.61
0.098,0.87,0.407,-0.183,1.16,0.061
0.094,0.863,0.408,1.282,1.038,0.793
0.099,0.863,0.411,0.488,0.732,-0.061
0.102,0.864,0.414,0.977,1.221,0.244
0.094,0.866,0.408,1.099,0.671,0.854
0.096,0.857,0.412,0.122,1.099,-0.183
0.097,0.871,0.414,0.427,0.61,-0.549
0.095,0.868,0.408,0.061,1.099,0.305
0.097,0.869,0.411,0.549,0.488,0.244
,,,,,
0.172,0.714,0.535,-9.46,-7.019,-1.404
0.008,0.822,0.434,-22.461,-14.771,20.447
0.101,1.073,0.232,-38.025,-8.24,-1.465
0.139,0.865,0.384,-4.089,-6.47,6.042
0.078,0.872,0.34,-6.226,-5.554,9.949
0.125,0.929,0.282,-4.761,5.249,-2.869
0.068,0.906,0.32,-0.244,0.427,-2.319
0.068,0.901,0.292,3.052,-0.793,-1.282
0.08,0.915,0.315,2.136,2.747,-2.38
0.06,0.91,0.357,3.662,-0.244,0.366
0.098,0.921,0.292,-2.869,2.197,-0.854
0.079,0.894,0.348,1.648,0.732,0.305
0.079,0.903,0.329,2.319,1.709,0.732
0.089,0.895,0.323,-0.183,1.648,-0.244
0.067,0.897,0.336,-1.099,-0.793,0.61
0.072,0.913,0.302,0.061,1.16,-0.122
0.085,0.899,0.314,0.427,0.061,-1.465
0.076,0.897,0.311,0.305,1.526,-0.977
0.089,0.902,0.318,-0.183,0.854,-1.099
0.074,0.911,0.327,2.075,0.488,-0.244
0.087,0.904,0.323,0.61,1.953,-0.183
0.085,0.896,0.321,1.099,0.549,-0.305
0.084,0.906,0.317,0.122,1.343,-0.732
0.088,0.904,0.326,1.404,1.465,-1.77
0.081,0.91,0.323,2.808,0.427,-0.854
0.086,0.912,0.312,1.221,0.549,-0.183
0.093,0.906,0.327,0.305,0.854,0
0.086,0.896,0.339,-0.854,-0.122,0
0.093,0.902,0.311,1.526,1.465,0.61
0.083,0.909,0.326,0.732,0,-0.244
0.089,0.906,0.321,-0.305,0.183,0.305
0.084,0.894,0.32,0.427,1.282,0.061
0.079,0.897,0.333,1.282,0.549,0.061
0.084,0.916,0.321,0.427,1.038,0.305
0.087,0.894,0.326,0.549,0.122,-0.244
0.09,0.893,0.323,0,1.16,-0.488
0.088,0.896,0.328,-0.549,-0.122,0.061
0.085,0.899,0.32,1.587,0.61,0.671
0.092,0.888,0.32,1.16,0.793,-0.183
0.088,0.896,0.32,0.305,0.183,-0.671
0.085,0.894,0.317,1.587,1.343,-0.061
0.091,0.905,0.326,1.465,0.977,-0.183
0.084,0.933,0.329,-1.221,0.427,0.549
0.089,0.9,0.322,0.244,1.282,0.488
0.084,0.905,0.325,1.526,0.427,0.366
0.083,0.895,0.319,-2.38,0.916,0.061
0.086,0.893,0.322,0.427,0.366,-0.305
0.095,0.893,0.323,0.427,1.221,-0.549
0.091,0.893,0.317,0.366,1.77,-0.305
0.08,0.903,0.318,-0.854,0.671,-0.183
0.089,0.91,0.326,-0.183,0.61,-0.305
0.089,0.902,0.322,0.916,0.793,0.61
0.089,0.907,0.317,0.183,1.831,0
0.094,0.902,0.328,0.427,0.122,0.061
0.082,0.9,0.325,0.854,0.427,1.221
0.093,0.899,0.316,-0.183,1.465,0.183
0.094,0.902,0.323,0.671,0.366,-0.122
0.09,0.914,0.313,-0.427,1.526,0.061
0.089,0.893,0.318,1.709,0.916,0.244
0.087,0.905,0.319,0.549,0.977,0.305
0.091,0.897,0.322,0.793,0.549,-0.183
0.089,0.904,0.329,0.61,0.732,0.122
0.087,0.9,0.322,0.244,1.038,0.61
0.096,0.907,0.318,1.038,0.488,-0.061
,,,,,
0.63,0.301,0.847,26.123,-2.563,0.488
-0.032,0.979,0.418,-12.268,-15.747,-4.639
0.087,0.766,0.315,24.231,6.348,5.676
0.085,0.934,0.403,-3.113,-3.052,-6.348
0.088,0.868,0.417,4.089,-3.357,7.385
0.119,0.882,0.392,-1.221,-0.244,-1.709
0.087,0.863,0.397,4.883,-3.662,3.418
0.093,0.849,0.393,0.977,0.793,-1.587
0.108,0.885,0.397,-1.099,-0.916,-1.16
0.085,0.865,0.395,1.343,0.549,0.488
0.094,0.863,0.398,0.427,1.038,-1.099
0.088,0.871,0.401,-0.244,-1.282,0
0.095,0.877,0.396,0.244,0.854,0.061
0.094,0.863,0.402,0.732,0.305,0
0.084,0.859,0.398,1.77,0.366,-0.183
0.097,0.888,0.393,-0.122,0.61,-0.854
0.094,0.863,0.409,-1.16,0.427,-0.61
0.09,0.864,0.392,0.427,0.854,0.366
0.091,0.86,0.395,1.343,0,-0.122
0.096,0.872,0.397,0.122,0.671,-1.038
0.099,0.871,0.394,0.305,1.038,0.61
0.089,0.863,0.388,1.038,0.854,0.122
0.1,0.872,0.394,1.221,0.732,0
0.093,0.861,0.404,0.61,0.305,0.671
0.096,0.865,0.396,1.709,0.366,0.244
0.097,0.873,0.398,0.427,0.61,-0.122
0.091,0.863,0.396,1.038,0.366,-0.305
0.092,0.863,0.392,1.404,0.366,0.061
0.089,0.86,0.406,-0.183,0,0.122
0.093,0.872,0.402,0.977,0.793,0.122
0.094,0.868,0.399,0.671,0.977,0.427
0.095,0.871,0.394,0.244,0.732,0.305
0.094,0.87,0.4,0.549,0.427,0.549
0.089,0.865,0.406,0.793,0.793,-0.122
0.099,0.875,0.396,1.099,0.793,0.916
0.089,0.872,0.399,0,0.122,0.427
0.093,0.865,0.406,0.488,0.488,0
0.096,0.871,0.399,-0.122,0.854,0.61
0.094,0.872,0.391,1.282,0.549,0.549
0.091,0.871,0.402,-0.244,0.61,0.183
0.097,0.872,0.398,0.366,0.671,0.854
0.098,0.87,0.387,1.77,1.221,0.488
0.095,0.871,0.403,-0.061,0.366,-0.061
0.098,0.873,0.397,-0.183,1.343,-0.671
0.091,0.876,0.398,0.977,0.488,0.488
0.089,0.869,0.403,0.549,0.793,0.488
0.099,0.874,0.403,0.305,0.488,0.549
0.092,0.869,0.395,0.916,0.244,0.916
0.085,0.866,0.396,0.366,0.61,0.793
0.097,0.868,0.399,1.282,0.366,0.244
0.091,0.868,0.403,0.732,0.427,0.488
0.089,0.864,0.394,1.221,1.404,1.221
0.093,0.866,0.401,0.305,0.244,-0.122
0.09,0.875,0.406,0.671,0.793,0.488
0.093,0.875,0.395,0.854,0.977,0.183
0.094,0.873,0.403,0.793,0.61,0.61
0.092,0.864,0.398,-0.671,0.549,0.732
0.094,0.876,0.405,0.122,0.977,0.061
0.092,0.869,0.395,0.549,0.977,0.488
0.092,0.871,0.403,0.549,1.038,-0.793
0.093,0.872,0.402,0.244,1.16,0.488
0.09,0.869,0.399,0.549,1.038,0.854
0.096,0.864,0.398,-0.061,0.854,0.244
0.093,0.872,0.406,0.488,0.549,0.244
,,,,,
0.078,1.206,0.364,6.653,16.907,1.526
0.387,0.003,0.817,-3.54,13.062,-1.587
-0.159,1.223,0.419,-102.661,-19.775,-24.963
0.074,1.615,-0.152,-43.457,21.179,7.874
-0.015,0.756,0.35,15.32,-14.648,-0.244
0.044,0.953,0.278,-10.254,-0.366,12.024
0.109,0.858,0.329,19.897,-2.991,2.93
0.126,0.878,0.241,9.583,3.54,7.69
0.064,0.865,0.286,10.559,-0.122,0.244
0.107,0.907,0.303,1.77,1.099,-0.793
0.109,0.892,0.306,7.751,0.732,-0.183
0.111,0.968,0.293,-6.775,3.296,0.244
0.09,0.885,0.31,5.737,0.122,0.183
0.095,0.93,0.309,-2.808,0.671,-1.343
0.107,0.949,0.295,-5.432,1.038,-0.671
0.097,0.887,0.319,2.93,-0.549,-0.61
0.099,0.912,0.321,2.502,2.075,-0.916
0.093,0.896,0.302,3.784,1.282,-0.549
0.091,0.912,0.302,0.732,3.54,-2.38
0.112,0.901,0.323,6.226,4.944,-4.089
0.091,0.902,0.333,7.263,5.798,-2.319
0.113,0.914,0.302,5.554,7.935,-2.808
0.125,0.91,0.328,9.888,6.592,-3.479
0.151,0.905,0.321,7.385,6.958,-2.686
0.12,0.882,0.329,11.841,6.531,-1.77
0.152,0.883,0.304,8.972,5.066,-2.136
0.145,0.878,0.312,6.348,3.845,-0.854
0.142,0.858,0.312,4.089,1.099,-2.502
0.146,0.87,0.331,-0.366,-0.183,-3.479
0.158,0.88,0.331,-0.671,-0.488,-3.479
0.158,0.887,0.338,-0.488,1.648,-3.662
0.147,0.886,0.359,0.305,-1.099,-3.052
0.162,0.871,0.363,1.831,-1.404,-2.869
0.167,0.888,0.357,-1.77,-3.479,-0.793
0.145,0.902,0.357,-0.244,-3.54,-1.587
0.147,0.871,0.359,4.089,-1.587,-2.869
0.152,0.895,0.332,0.366,-1.038,-1.709
0.143,0.86,0.35,4.272,-3.662,-1.099
0.149,0.875,0.353,-1.77,-2.38,0.244
0.145,0.905,0.345,-3.296,-4.883,-0.183
0.129,0.891,0.366,1.404,-4.7,-1.404
0.131,0.883,0.365,0.183,-3.54,0.244
0.135,0.883,0.332,-1.465,-3.723,4.517
0.138,0.892,0.349,-0.793,-4.883,3.357
0.117,0.892,0.356,-0.183,-2.136,3.052
0.153,0.901,0.351,-1.831,1.282,2.869
0.138,0.876,0.366,0.916,0.671,1.038
0.127,0.883,0.364,0.061,0.244,0.977
0.123,0.907,0.347,-1.831,-1.099,1.343
0.123,0.88,0.337,-0.305,-2.197,2.869
0.135,0.897,0.35,-1.282,-2.441,3.845
0.122,0.906,0.345,-0.671,-1.343,3.296
0.115,0.88,0.338,2.625,1.465,1.343
0.115,0.874,0.343,1.892,2.319,0.122
0.117,0.879,0.339,1.892,2.319,0.183
0.118,0.886,0.342,0.244,1.831,0.671
0.126,0.885,0.342,-0.061,1.282,0.183
0.121,0.891,0.353,-2.38,0.549,-0.671
0.119,0.885,0.365,-0.671,0.977,-0.549
0.125,0.891,0.355,1.526,2.136,-0.549
0.127,0.889,0.358,2.075,1.953,0.427
0.106,0.9,0.348,-0.305,0.549,0.305
0.119,0.887,0.357,-1.099,0.244,-0.183
0.131,0.887,0.35,0.549,-0.854,0
,,,,,
0.821,0.154,0.87,17.822,3.54,2.93
-0.083,1.038,0.451,9.583,-15.442,-5.981
0.057,0.85,0.382,9.766,4.211,9.949
0.105,0.887,0.433,2.197,-2.563,-9.094
0.082,0.875,0.465,-0.61,-6.104,4.517
0.127,0.833,0.446,2.014,-1.038,-0.977
0.133,0.849,0.431,0,-3.967,3.601
